"","X","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"9583",11228,"morehead-state",17,63,8,10,14,12,17,19,23,48,3,15,18,6,31,20,0,0.333,0.51,0.197,0.231,0.279,0.354,0.159,0.159
"9584",111102,"tennessee-state",23,48,3,15,18,6,31,20,17,63,8,10,14,12,17,19,1,0.51,0.333,0.231,0.197,0.261,0.646,0.312,0.312
"9585",13363,"elon",24,55,6,12,21,6,23,12,32,66,10,11,17,13,25,10,0,0.491,0.561,0.136,0.107,0.194,0.479,0.218,0.218
"9586",131127,"towson",32,66,10,11,17,13,25,10,24,55,6,12,21,6,23,12,1,0.561,0.491,0.107,0.136,0.361,0.521,0.167,0.167
"9587",14223,"cal-state-bakersfield",30,54,4,16,29,9,26,19,23,51,12,13,22,7,21,19,1,0.593,0.569,0.185,0.206,0.3,0.553,0.296,0.296
"9588",15108,"utah-valley",23,51,12,13,22,7,21,19,30,54,4,16,29,9,26,19,0,0.569,0.593,0.206,0.185,0.212,0.447,0.255,0.255
"9589",11229,"texas-am",27,67,3,10,15,14,26,8,22,56,10,18,22,8,27,9,0,0.425,0.482,0.088,0.103,0.341,0.491,0.149,0.149
"9590",12397,"vanderbilt",22,56,10,18,22,8,27,9,27,67,3,10,15,14,26,8,1,0.482,0.425,0.103,0.088,0.235,0.509,0.321,0.321
"9591",11230,"mount-st-marys",24,58,4,13,18,10,21,10,25,56,7,12,14,9,25,8,0,0.448,0.509,0.116,0.102,0.286,0.457,0.224,0.224
"9592",12398,"wagner",25,56,7,12,14,9,25,8,24,58,4,13,18,10,21,10,1,0.509,0.448,0.102,0.116,0.3,0.543,0.214,0.214
"9593",11231,"arizona-state",30,67,10,13,17,9,19,8,28,63,7,18,23,13,27,15,1,0.522,0.5,0.087,0.148,0.25,0.413,0.194,0.194
"9594",13364,"washington",28,63,7,18,23,13,27,15,30,67,10,13,17,9,19,8,0,0.5,0.522,0.148,0.087,0.406,0.587,0.286,0.286
"9595",11232,"arizona",28,62,10,12,18,13,27,9,24,54,5,6,10,4,20,12,1,0.532,0.491,0.101,0.157,0.394,0.574,0.194,0.194
"9596",12399,"washington-state",24,54,5,6,10,4,20,12,28,62,10,12,18,13,27,9,0,0.491,0.532,0.157,0.101,0.129,0.426,0.111,0.111
"9597",11233,"northern-colorado",27,62,7,2,3,9,20,9,24,49,5,16,19,5,27,10,0,0.492,0.541,0.121,0.127,0.25,0.426,0.032,0.032
"9598",12400,"weber-state",24,49,5,16,19,5,27,10,27,62,7,2,3,9,20,9,1,0.541,0.492,0.127,0.121,0.2,0.574,0.327,0.327
"9599",1643,"middle-tennessee",31,58,7,9,11,5,27,3,17,46,9,9,15,4,19,8,1,0.595,0.467,0.041,0.115,0.208,0.587,0.155,0.155
"9600",12401,"western-kentucky",17,46,9,9,15,4,19,8,31,58,7,9,11,5,27,3,0,0.467,0.595,0.115,0.041,0.129,0.413,0.196,0.196
"9601",11234,"wright-state",31,57,8,14,19,9,21,13,32,59,6,11,16,5,16,11,1,0.614,0.593,0.145,0.127,0.36,0.568,0.246,0.246
"9602",111103,"youngstown-state",32,59,6,11,16,5,16,11,31,57,8,14,19,9,21,13,0,0.593,0.614,0.127,0.145,0.192,0.432,0.186,0.186
"9603",12402,"kent-state",25,58,7,13,21,7,24,5,22,53,5,18,23,8,24,9,1,0.491,0.462,0.059,0.105,0.226,0.5,0.224,0.224
"9604",13365,"akron",22,53,5,18,23,8,24,9,25,58,7,13,21,7,24,5,0,0.462,0.491,0.105,0.059,0.25,0.5,0.34,0.34
"9605",11235,"arkansas-little-rock",25,56,5,3,8,7,19,12,22,47,7,16,27,11,25,14,0,0.491,0.543,0.157,0.158,0.219,0.432,0.054,0.054
"9606",111104,"arkansas-state",22,47,7,16,27,11,25,14,25,56,5,3,8,7,19,12,1,0.543,0.491,0.158,0.157,0.367,0.568,0.34,0.34
"9607",1715,"pennsylvania",34,59,14,14,19,10,29,18,23,57,12,14,19,2,18,14,1,0.695,0.509,0.187,0.155,0.357,0.617,0.237,0.237
"9608",14224,"brown",23,57,12,14,19,2,18,14,34,59,14,14,19,10,29,18,0,0.509,0.695,0.155,0.187,0.065,0.383,0.246,0.246
"9609",11236,"cornell",23,52,4,19,23,10,22,7,24,59,6,11,17,8,19,8,1,0.481,0.458,0.085,0.095,0.345,0.537,0.365,0.365
"9610",13366,"dartmouth",24,59,6,11,17,8,19,8,23,52,4,19,23,10,22,7,0,0.458,0.481,0.095,0.085,0.267,0.463,0.186,0.186
"9611",12403,"illinois-chicago",24,63,10,16,24,15,27,17,21,65,9,18,28,13,22,12,1,0.46,0.392,0.163,0.114,0.405,0.551,0.254,0.254
"9612",121140,"detroit-mercy",21,65,9,18,28,13,22,12,24,63,10,16,24,15,27,17,0,0.392,0.46,0.114,0.163,0.325,0.449,0.277,0.277
"9613",14225,"idaho",23,63,9,12,16,10,20,11,25,47,8,19,26,6,29,15,0,0.437,0.617,0.122,0.17,0.256,0.408,0.19,0.19
"9614",13367,"eastern-washington",25,47,8,19,26,6,29,15,23,63,9,12,16,10,20,11,1,0.617,0.437,0.17,0.122,0.231,0.592,0.404,0.404
"9615",13368,"columbia",27,64,5,13,18,10,18,11,27,55,7,17,25,11,23,15,0,0.461,0.555,0.118,0.157,0.303,0.439,0.203,0.203
"9616",15109,"harvard",27,55,7,17,25,11,23,15,27,64,5,13,18,10,18,11,1,0.555,0.461,0.157,0.118,0.379,0.561,0.309,0.309
"9617",13369,"iona",31,67,10,23,30,10,28,8,27,60,10,24,32,6,30,9,1,0.537,0.533,0.076,0.089,0.25,0.483,0.343,0.343
"9618",12404,"marist",27,60,10,24,32,6,30,9,31,67,10,23,30,10,28,8,0,0.533,0.537,0.089,0.076,0.176,0.517,0.4,0.4
"9619",13370,"valparaiso",29,61,6,7,12,4,23,9,25,57,8,24,31,7,29,11,0,0.525,0.509,0.109,0.111,0.121,0.442,0.115,0.115
"9620",131128,"oakland",25,57,8,24,31,7,29,11,29,61,6,7,12,4,23,9,1,0.509,0.525,0.111,0.109,0.233,0.558,0.421,0.421
"9621",11237,"fairfield",33,69,9,14,21,7,30,13,35,80,4,12,18,9,30,10,1,0.543,0.462,0.126,0.092,0.189,0.5,0.203,0.203
"9622",13371,"quinnipiac",35,80,4,12,18,9,30,10,33,69,9,14,21,7,30,13,0,0.462,0.543,0.092,0.126,0.231,0.5,0.15,0.15
"9623",12405,"virginia-commonwealth",30,52,7,17,21,4,29,17,22,58,10,19,28,9,19,11,1,0.644,0.466,0.188,0.113,0.174,0.604,0.327,0.327
"9624",121141,"richmond",22,58,10,19,28,9,19,11,30,52,7,17,21,4,29,17,0,0.466,0.644,0.113,0.188,0.237,0.396,0.328,0.328
"9625",15122,"canisius",31,64,11,12,18,5,27,15,31,67,7,8,13,9,32,18,1,0.57,0.515,0.154,0.183,0.135,0.458,0.188,0.188
"9626",12406,"rider",31,67,7,8,13,9,32,18,31,64,11,12,18,5,27,15,0,0.515,0.57,0.183,0.154,0.25,0.542,0.119,0.119
"9627",13372,"california",27,64,11,3,10,17,25,20,20,49,4,29,40,9,19,9,0,0.508,0.449,0.212,0.091,0.472,0.568,0.047,0.047
"9628",12407,"stanford",20,49,4,29,40,9,19,9,27,64,11,3,10,17,25,20,1,0.449,0.508,0.091,0.212,0.265,0.432,0.592,0.592
"9629",1716,"princeton",26,44,13,6,6,0,21,11,19,49,5,9,13,10,17,13,1,0.739,0.439,0.179,0.172,0,0.553,0.136,0.136
"9630",11238,"yale",19,49,5,9,13,10,17,13,26,44,13,6,6,0,21,11,0,0.439,0.739,0.172,0.179,0.323,0.447,0.184,0.184
"9631",1717,"louisiana-state",26,54,4,16,22,9,18,13,32,60,10,16,24,13,18,10,0,0.519,0.617,0.145,0.106,0.333,0.5,0.296,0.296
"9632",13373,"alabama",32,60,10,16,24,13,18,10,26,54,4,16,22,9,18,13,1,0.617,0.519,0.106,0.145,0.419,0.5,0.267,0.267
"9633",13374,"alabama-state",22,58,7,16,25,12,21,18,26,50,8,15,22,5,24,16,0,0.44,0.6,0.177,0.181,0.333,0.467,0.276,0.276
"9634",12408,"alcorn-state",26,50,8,15,22,5,24,16,22,58,7,16,25,12,21,18,1,0.6,0.44,0.181,0.177,0.192,0.533,0.3,0.3
"9635",12409,"mississippi",26,70,8,20,27,12,22,9,31,66,12,24,27,10,31,10,0,0.429,0.561,0.085,0.097,0.279,0.415,0.286,0.286
"9636",1644,"arkansas",31,66,12,24,27,10,31,10,26,70,8,20,27,12,22,9,1,0.561,0.429,0.097,0.085,0.312,0.585,0.364,0.364
"9637",12410,"southern-illinois-edwardsville",29,60,5,21,29,8,24,12,29,57,9,25,34,7,20,12,0,0.525,0.588,0.118,0.116,0.286,0.545,0.35,0.35
"9638",121142,"austin-peay",29,57,9,25,34,7,20,12,29,60,5,21,29,8,24,12,1,0.588,0.525,0.116,0.118,0.226,0.455,0.439,0.439
"9639",11239,"kansas",23,55,5,16,20,10,17,9,24,56,8,9,11,8,19,16,1,0.464,0.5,0.107,0.192,0.345,0.472,0.291,0.291
"9640",111105,"baylor",24,56,8,9,11,8,19,16,23,55,5,16,20,10,17,9,0,0.5,0.464,0.192,0.107,0.32,0.528,0.161,0.161
"9641",13375,"morehead-state",26,63,7,14,18,9,21,10,32,58,15,10,16,4,27,11,0,0.468,0.681,0.109,0.129,0.25,0.438,0.222,0.222
"9642",15123,"belmont",32,58,15,10,16,4,27,11,26,63,7,14,18,9,21,10,1,0.681,0.468,0.129,0.109,0.16,0.562,0.172,0.172
"9643",13376,"hampton",22,55,5,12,17,11,26,15,24,57,3,11,16,9,19,10,0,0.445,0.447,0.172,0.12,0.367,0.578,0.218,0.218
"9644",12411,"bethune-cookman",24,57,3,11,16,9,19,10,22,55,5,12,17,11,26,15,1,0.447,0.445,0.12,0.172,0.257,0.422,0.193,0.193
"9645",14226,"wyoming",29,69,12,17,20,9,29,13,30,60,8,23,33,2,26,11,0,0.507,0.567,0.127,0.105,0.257,0.527,0.246,0.246
"9646",13377,"boise-state",30,60,8,23,33,2,26,11,29,69,12,17,20,9,29,13,1,0.567,0.507,0.105,0.127,0.065,0.473,0.383,0.383
"9647",11240,"evansville",24,55,4,20,27,6,24,9,28,54,11,17,29,9,27,8,0,0.473,0.62,0.098,0.087,0.182,0.471,0.364,0.364
"9648",13378,"bradley",28,54,11,17,29,9,27,8,24,55,4,20,27,6,24,9,1,0.62,0.473,0.087,0.098,0.273,0.529,0.315,0.315
"9649",14227,"saint-marys-ca",25,53,10,10,14,4,25,9,23,58,4,7,13,8,23,11,1,0.566,0.431,0.118,0.133,0.148,0.521,0.189,0.189
"9650",15124,"brigham-young",23,58,4,7,13,8,23,11,25,53,10,10,14,4,25,9,0,0.431,0.566,0.133,0.118,0.242,0.479,0.121,0.121
"9651",15125,"princeton",22,47,10,12,16,6,21,10,18,46,8,7,9,6,17,14,1,0.574,0.478,0.136,0.202,0.261,0.553,0.255,0.255
"9652",13379,"brown",18,46,8,7,9,6,17,14,22,47,10,12,16,6,21,10,0,0.478,0.574,0.202,0.136,0.222,0.447,0.152,0.152
"9653",12412,"saint-francis-pa",27,65,5,16,25,9,26,10,29,66,13,8,12,9,25,16,0,0.454,0.538,0.1,0.169,0.265,0.51,0.246,0.246
"9654",13380,"bryant",29,66,13,8,12,9,25,16,27,65,5,16,25,9,26,10,1,0.538,0.454,0.169,0.1,0.257,0.49,0.121,0.121
"9655",13381,"miami-oh",23,61,5,7,9,9,24,13,26,56,9,10,15,7,25,12,0,0.418,0.545,0.156,0.144,0.265,0.49,0.115,0.115
"9656",14228,"buffalo",26,56,9,10,15,7,25,12,23,61,5,7,9,9,24,13,1,0.545,0.418,0.144,0.156,0.226,0.51,0.179,0.179
"9657",15126,"hawaii",29,57,13,11,14,8,32,9,23,61,5,10,16,7,21,7,1,0.623,0.418,0.112,0.083,0.276,0.604,0.193,0.193
"9658",15127,"cal-poly",23,61,5,10,16,7,21,7,29,57,13,11,14,8,32,9,0,0.418,0.623,0.083,0.112,0.179,0.396,0.164,0.164
"9659",12413,"california-davis",25,58,8,14,20,5,19,20,25,48,6,23,33,5,20,16,0,0.5,0.583,0.203,0.164,0.2,0.487,0.241,0.241
"9660",121143,"cal-state-fullerton",25,48,6,23,33,5,20,16,25,58,8,14,20,5,19,20,1,0.583,0.5,0.164,0.203,0.208,0.513,0.479,0.479
"9661",12414,"california-riverside",20,56,6,14,17,9,22,9,30,58,11,8,15,7,23,6,0,0.411,0.612,0.109,0.076,0.281,0.489,0.25,0.25
"9662",1645,"california-irvine",30,58,11,8,15,7,23,6,20,56,6,14,17,9,22,9,1,0.612,0.411,0.076,0.109,0.241,0.511,0.138,0.138
"9663",15128,"long-beach-state",25,55,7,9,13,8,19,10,21,47,3,3,11,7,19,18,1,0.518,0.479,0.127,0.235,0.296,0.5,0.164,0.164
"9664",14229,"california-santa-barbara",21,47,3,3,11,7,19,18,25,55,7,9,13,8,19,10,0,0.479,0.518,0.235,0.127,0.269,0.5,0.064,0.064
"9665",13382,"north-carolina-asheville",21,51,9,15,23,7,20,8,18,47,8,9,15,5,26,17,1,0.5,0.468,0.097,0.214,0.212,0.435,0.294,0.294
"9666",12415,"campbell",18,47,8,9,15,5,26,17,21,51,9,15,23,7,20,8,0,0.468,0.5,0.214,0.097,0.2,0.565,0.191,0.191
"9667",12416,"robert-morris",19,45,5,31,43,7,27,15,22,60,7,13,25,12,17,14,1,0.478,0.425,0.145,0.141,0.292,0.614,0.689,0.689
"9668",14230,"central-connecticut-state",22,60,7,13,25,12,17,14,19,45,5,31,43,7,27,15,0,0.425,0.478,0.141,0.145,0.308,0.386,0.217,0.217
"9669",11241,"ball-state",38,73,12,21,29,5,41,16,32,87,14,22,31,14,27,7,1,0.603,0.448,0.135,0.056,0.156,0.603,0.288,0.288
"9670",14231,"central-michigan",32,87,14,22,31,14,27,7,38,73,12,21,29,5,41,16,0,0.448,0.603,0.056,0.135,0.255,0.397,0.253,0.253
"9671",12417,"high-point",25,49,9,16,18,5,21,12,30,60,13,3,7,6,18,8,0,0.602,0.608,0.151,0.106,0.217,0.538,0.327,0.327
"9672",13383,"charleston-southern",30,60,13,3,7,6,18,8,25,49,9,16,18,5,21,12,1,0.608,0.602,0.106,0.151,0.222,0.462,0.05,0.05
"9673",12418,"east-tennessee-state",25,47,7,8,12,3,24,17,19,45,6,7,12,5,19,19,1,0.606,0.489,0.222,0.249,0.136,0.558,0.17,0.17
"9674",121144,"chattanooga",19,45,6,7,12,5,19,19,25,47,7,8,12,3,24,17,0,0.489,0.606,0.249,0.222,0.172,0.442,0.156,0.156
"9675",13384,"tulsa",19,44,11,11,17,1,17,17,28,50,8,16,26,9,19,13,0,0.557,0.64,0.217,0.145,0.05,0.472,0.25,0.25
"9676",131129,"cincinnati",28,50,8,16,26,9,19,13,19,44,11,11,17,1,17,17,1,0.64,0.557,0.145,0.217,0.346,0.528,0.32,0.32
"9677",14232,"mercer",32,63,7,18,21,12,27,13,29,67,16,4,5,8,15,12,1,0.563,0.552,0.133,0.142,0.444,0.643,0.286,0.286
"9678",13385,"citadel",29,67,16,4,5,8,15,12,32,63,7,18,21,12,27,13,0,0.552,0.563,0.142,0.133,0.229,0.357,0.06,0.06
"9679",13386,"wright-state",24,54,8,18,26,7,28,18,22,62,9,15,22,10,25,18,1,0.519,0.427,0.183,0.176,0.219,0.528,0.333,0.333
"9680",14233,"cleveland-state",22,62,9,15,22,10,25,18,24,54,8,18,26,7,28,18,0,0.427,0.519,0.176,0.183,0.263,0.472,0.242,0.242
"9681",12419,"columbia",29,62,6,15,23,6,25,11,29,59,13,9,19,8,29,18,0,0.516,0.602,0.114,0.187,0.171,0.463,0.242,0.242
"9682",13387,"dartmouth",29,59,13,9,19,8,29,18,29,62,6,15,23,6,25,11,1,0.602,0.516,0.187,0.114,0.242,0.537,0.153,0.153
"9683",13388,"st-bonaventure",22,52,7,21,27,5,26,13,21,48,6,28,39,3,23,12,0,0.49,0.5,0.141,0.121,0.179,0.531,0.404,0.404
"9684",12420,"dayton",21,48,6,28,39,3,23,12,22,52,7,21,27,5,26,13,1,0.5,0.49,0.121,0.141,0.103,0.469,0.583,0.583
"9685",1646,"william-mary",27,52,10,21,29,5,29,10,21,56,7,15,23,7,21,10,1,0.615,0.438,0.109,0.112,0.192,0.58,0.404,0.404
"9686",15129,"delaware",21,56,7,15,23,7,21,10,27,52,10,21,29,5,29,10,0,0.438,0.615,0.112,0.109,0.194,0.42,0.268,0.268
"9687",11242,"missouri-state",23,57,10,20,23,11,34,13,24,62,12,13,16,2,22,4,1,0.491,0.484,0.139,0.049,0.333,0.607,0.351,0.351
"9688",13389,"drake",24,62,12,13,16,2,22,4,23,57,10,20,23,11,34,13,0,0.484,0.491,0.049,0.139,0.056,0.393,0.21,0.21
"9689",12421,"elon",20,51,11,14,27,5,30,13,22,63,8,4,8,8,30,15,1,0.5,0.413,0.142,0.174,0.143,0.5,0.275,0.275
"9690",121145,"drexel",22,63,8,4,8,8,30,15,20,51,11,14,27,5,30,13,0,0.413,0.5,0.174,0.142,0.211,0.5,0.063,0.063
"9691",12422,"wake-forest",35,69,5,19,23,14,18,4,36,61,13,14,16,9,19,7,0,0.543,0.697,0.041,0.083,0.424,0.486,0.275,0.275
"9692",11243,"duke",36,61,13,14,16,9,19,7,35,69,5,19,23,14,18,4,1,0.697,0.543,0.083,0.041,0.333,0.514,0.23,0.23
"9693",11244,"central-florida",24,60,7,6,16,11,19,12,22,51,4,10,11,6,27,15,1,0.458,0.471,0.136,0.194,0.289,0.413,0.1,0.1
"9694",13390,"east-carolina",22,51,4,10,11,6,27,15,24,60,7,6,16,11,19,12,0,0.471,0.458,0.194,0.136,0.24,0.587,0.196,0.196
"9695",13391,"mount-st-marys",26,51,5,22,32,6,19,10,25,50,5,19,24,7,21,16,1,0.559,0.55,0.107,0.177,0.222,0.475,0.431,0.431
"9696",131130,"fairleigh-dickinson",25,50,5,19,24,7,21,16,26,51,5,22,32,6,19,10,0,0.55,0.559,0.177,0.107,0.269,0.525,0.38,0.38
"9697",14234,"norfolk-state",29,74,7,12,23,13,46,12,24,75,3,14,25,9,29,8,1,0.439,0.34,0.11,0.074,0.31,0.613,0.162,0.162
"9698",11245,"florida-am",24,75,3,14,25,9,29,8,29,74,7,12,23,13,46,12,0,0.34,0.439,0.074,0.11,0.164,0.387,0.187,0.187
"9699",12423,"saint-louis",15,40,4,6,11,5,16,11,20,44,7,7,7,5,20,12,0,0.425,0.534,0.176,0.189,0.2,0.444,0.15,0.15
"9700",1045,"fordham",20,44,7,7,7,5,20,12,15,40,4,6,11,5,16,11,1,0.534,0.425,0.189,0.176,0.238,0.556,0.159,0.159
"9701",13392,"new-mexico",22,49,5,12,17,6,24,18,22,52,6,21,33,8,25,15,0,0.5,0.481,0.213,0.149,0.194,0.49,0.245,0.245
"9702",12424,"fresno-state",22,52,6,21,33,8,25,15,22,49,5,12,17,6,24,18,1,0.481,0.5,0.149,0.213,0.25,0.51,0.404,0.404
"9703",12425,"north-carolina-greensboro",28,51,12,5,7,7,25,17,20,58,6,6,12,9,16,13,1,0.667,0.397,0.225,0.156,0.304,0.61,0.098,0.098
"9704",121146,"furman",20,58,6,6,12,9,16,13,28,51,12,5,7,7,25,17,0,0.397,0.667,0.156,0.225,0.265,0.39,0.103,0.103
"9705",14235,"rhode-island",24,58,9,20,28,13,16,9,20,45,3,31,36,8,25,13,1,0.491,0.478,0.094,0.138,0.342,0.39,0.345,0.345
"9706",11246,"george-mason",20,45,3,31,36,8,25,13,24,58,9,20,28,13,16,9,0,0.478,0.491,0.138,0.094,0.333,0.61,0.689,0.689
"9707",12426,"kentucky",26,61,7,23,28,12,24,14,28,55,3,18,24,2,22,11,1,0.484,0.536,0.135,0.122,0.353,0.522,0.377,0.377
"9708",14236,"georgia",28,55,3,18,24,2,22,11,26,61,7,23,28,12,24,14,0,0.536,0.484,0.122,0.135,0.077,0.478,0.327,0.327
"9709",13393,"texas-state",22,47,10,13,18,4,22,8,24,47,8,14,24,3,22,8,0,0.574,0.596,0.109,0.101,0.154,0.5,0.277,0.277
"9710",12427,"georgia-southern",24,47,8,14,24,3,22,8,22,47,10,13,18,4,22,8,1,0.596,0.574,0.101,0.109,0.12,0.5,0.298,0.298
"9711",14237,"texas-arlington",22,62,10,14,20,9,23,15,26,57,8,7,12,8,29,20,1,0.435,0.526,0.154,0.224,0.237,0.442,0.226,0.226
"9712",13394,"georgia-state",26,57,8,7,12,8,29,20,22,62,10,14,20,9,23,15,0,0.526,0.435,0.224,0.154,0.258,0.558,0.123,0.123
"9713",14238,"pacific",23,68,5,10,18,7,25,8,26,56,4,26,30,2,39,13,0,0.375,0.5,0.085,0.131,0.152,0.391,0.147,0.147
"9714",15130,"gonzaga",26,56,4,26,30,2,39,13,23,68,5,10,18,7,25,8,1,0.5,0.375,0.131,0.085,0.074,0.609,0.464,0.464
"9715",14239,"cornell",23,53,9,20,20,5,20,12,27,54,7,26,33,9,24,7,0,0.519,0.565,0.14,0.074,0.172,0.455,0.377,0.377
"9716",13395,"harvard",27,54,7,26,33,9,24,7,23,53,9,20,20,5,20,12,1,0.565,0.519,0.074,0.14,0.31,0.545,0.481,0.481
"9717",12428,"north-carolina-wilmington",31,66,6,15,20,11,18,6,23,51,5,25,31,8,24,12,1,0.515,0.5,0.065,0.127,0.314,0.429,0.227,0.227
"9718",11247,"hofstra",23,51,5,25,31,8,24,12,31,66,6,15,20,11,18,6,0,0.5,0.515,0.127,0.065,0.308,0.571,0.49,0.49
"9719",1046,"southern-methodist",25,54,4,22,28,11,27,6,26,63,9,5,11,10,16,6,1,0.5,0.484,0.068,0.075,0.407,0.628,0.407,0.407
"9720",12429,"houston",26,63,9,5,11,10,16,6,25,54,4,22,28,11,27,6,0,0.484,0.5,0.075,0.068,0.27,0.372,0.079,0.079
"9721",14240,"hillsdale",30,71,10,8,10,4,25,9,37,77,9,9,13,15,33,10,0,0.493,0.539,0.1,0.1,0.108,0.431,0.113,0.113
"9722",12430,"houston-baptist",37,77,9,9,13,15,33,10,30,71,10,8,10,4,25,9,1,0.539,0.493,0.1,0.1,0.375,0.569,0.117,0.117
"9723",15131,"north-carolina-at",20,47,2,11,18,5,22,15,24,56,8,28,31,11,22,7,0,0.447,0.5,0.186,0.074,0.185,0.5,0.234,0.234
"9724",13396,"howard",24,56,8,28,31,11,22,7,20,47,2,11,18,5,22,15,1,0.5,0.447,0.074,0.186,0.333,0.5,0.5,0.5
"9725",12431,"northern-colorado",29,58,14,15,24,5,22,10,27,56,8,19,27,8,26,13,1,0.621,0.554,0.108,0.135,0.161,0.458,0.259,0.259
"9726",121147,"idaho-state",27,56,8,19,27,8,26,13,29,58,14,15,24,5,22,10,0,0.554,0.621,0.135,0.108,0.267,0.542,0.339,0.339
"9727",14241,"sam-houston-state",18,54,2,15,20,4,25,17,20,51,10,19,22,5,26,13,0,0.352,0.49,0.186,0.15,0.133,0.49,0.278,0.278
"9728",12432,"incarnate-word",20,51,10,19,22,5,26,13,18,54,2,15,20,4,25,17,1,0.49,0.352,0.15,0.186,0.167,0.51,0.373,0.373
"9729",12433,"illinois",27,57,9,7,14,7,26,14,21,54,7,17,22,10,25,15,1,0.553,0.454,0.164,0.164,0.219,0.51,0.123,0.123
"9730",14242,"iowa",21,54,7,17,22,10,25,15,27,57,9,7,14,7,26,14,0,0.454,0.553,0.164,0.164,0.278,0.49,0.315,0.315
"9731",15132,"texas-christian",29,55,8,5,8,7,20,19,27,53,12,18,21,5,22,10,0,0.6,0.623,0.23,0.118,0.241,0.476,0.091,0.091
"9732",15133,"iowa-state",27,53,12,18,21,5,22,10,29,55,8,5,8,7,20,19,1,0.623,0.6,0.118,0.23,0.2,0.524,0.34,0.34
"9733",11248,"south-dakota-state",30,56,11,26,30,5,24,11,36,69,7,10,13,8,21,11,1,0.634,0.572,0.113,0.118,0.192,0.533,0.464,0.464
"9734",13397,"ipfw",36,69,7,10,13,8,21,11,30,56,11,26,30,5,24,11,0,0.572,0.634,0.118,0.113,0.25,0.467,0.145,0.145
"9735",14243,"grambling",22,60,4,14,17,9,17,9,21,58,3,14,18,20,28,20,1,0.4,0.388,0.104,0.207,0.243,0.378,0.233,0.233
"9736",12434,"jackson-state",21,58,3,14,18,20,28,20,22,60,4,14,17,9,17,9,0,0.388,0.4,0.207,0.104,0.541,0.622,0.241,0.241
"9737",13398,"tennessee-tech",27,57,7,18,23,6,21,13,25,57,9,19,26,8,24,14,1,0.535,0.518,0.139,0.144,0.2,0.467,0.316,0.316
"9738",131131,"jacksonville-state",25,57,9,19,26,8,24,14,27,57,7,18,23,6,21,13,0,0.518,0.535,0.144,0.139,0.276,0.533,0.333,0.333
"9739",15134,"north-florida",24,58,5,15,23,7,23,19,35,68,2,13,18,12,26,11,0,0.457,0.529,0.189,0.113,0.212,0.469,0.259,0.259
"9740",12435,"kennesaw-state",35,68,2,13,18,12,26,11,24,58,5,15,23,7,23,19,1,0.529,0.457,0.113,0.189,0.343,0.531,0.191,0.191
"9741",11249,"saint-josephs",25,56,2,16,22,4,19,11,29,55,12,13,16,4,28,14,0,0.464,0.636,0.123,0.164,0.125,0.404,0.286,0.286
"9742",12436,"la-salle",29,55,12,13,16,4,28,14,25,56,2,16,22,4,19,11,1,0.636,0.464,0.164,0.123,0.174,0.596,0.236,0.236
"9743",13399,"jacksonville",22,51,9,16,20,7,20,17,28,53,15,10,15,4,23,12,0,0.52,0.67,0.192,0.149,0.233,0.465,0.314,0.314
"9744",11250,"lipscomb",28,53,15,10,15,4,23,12,22,51,9,16,20,7,20,17,1,0.67,0.52,0.149,0.192,0.167,0.535,0.189,0.189
"9745",11251,"sacred-heart",32,59,8,10,14,9,23,21,30,67,5,18,27,16,22,12,0,0.61,0.485,0.222,0.113,0.29,0.511,0.169,0.169
"9746",111106,"long-island-university",30,67,5,18,27,16,22,12,32,59,8,10,14,9,23,21,1,0.485,0.61,0.113,0.222,0.41,0.489,0.269,0.269
"9747",13400,"louisiana-lafayette",32,63,7,14,21,9,20,17,32,51,5,15,27,5,19,15,1,0.563,0.676,0.168,0.161,0.321,0.513,0.222,0.222
"9748",12437,"louisiana-monroe",32,51,5,15,27,5,19,15,32,63,7,14,21,9,20,17,0,0.676,0.563,0.161,0.168,0.2,0.487,0.294,0.294
"9749",14244,"florida-international",21,53,7,12,17,6,22,13,27,64,4,19,21,12,25,7,0,0.462,0.453,0.156,0.076,0.194,0.468,0.226,0.226
"9750",141106,"louisiana-tech",27,64,4,19,21,12,25,7,21,53,7,12,17,6,22,13,1,0.453,0.462,0.076,0.156,0.353,0.532,0.297,0.297
"9751",11252,"virginia-tech",29,49,17,15,19,5,19,9,35,68,12,12,15,16,17,3,0,0.765,0.603,0.116,0.035,0.227,0.528,0.306,0.306
"9752",13401,"louisville",35,68,12,12,15,16,17,3,29,49,17,15,19,5,19,9,1,0.603,0.765,0.035,0.116,0.457,0.472,0.176,0.176
"9753",13402,"pepperdine",19,52,5,18,22,9,18,11,29,55,16,8,10,9,23,14,0,0.413,0.673,0.129,0.176,0.281,0.439,0.346,0.346
"9754",15135,"loyola-marymount",29,55,16,8,10,9,23,14,19,52,5,18,22,9,18,11,1,0.673,0.413,0.176,0.129,0.333,0.561,0.145,0.145
"9755",12438,"xavier",23,55,2,13,19,11,23,13,26,64,13,18,20,10,25,9,0,0.436,0.508,0.149,0.096,0.306,0.479,0.236,0.236
