,School,G,W,L,W-L%,SRS,SOS, ,W,L, ,W,L, ,W,L, ,Tm.,Opp., ,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
345,Utah State_2011,34,30,4,.882,13.23,0.50,,15,1,,17,0,,11,3,,2449,1995,,1370,840,1788,.470,206,562,.367,563,764,.737,363,1266,500,162,110,402,591
349,Vanderbilt_2011,34,23,11,.676,15.10,6.86,,9,7,,14,3,,5,5,,2581,2301,,1375,848,1853,.458,263,708,.371,622,837,.743,370,1255,454,175,162,441,552
353,Villanova_2011,33,21,12,.636,15.05,8.23,,9,9,,13,4,,7,5,,2384,2159,,1325,796,1819,.438,210,604,.348,582,769,.757,402,1223,450,208,125,392,578
354,Virginia Commonwealth_2011,40,28,12,.700,8.56,3.78,,12,6,,11,3,,8,6,,2864,2673,,1620,968,2228,.434,339,917,.370,589,824,.715,428,1292,583,328,140,452,735
361,Washington_2011,35,24,11,.686,20.12,7.74,,11,7,,14,2,,5,6,,2907,2474,,1410,1061,2260,.469,305,821,.371,480,712,.674,488,1367,593,234,179,426,718
363,West Virginia_2011,33,21,12,.636,16.15,11.03,,11,7,,12,2,,4,6,,2303,2134,,1320,783,1826,.429,206,611,.337,531,747,.711,469,1227,491,154,136,397,598
371,Wisconsin_2011,34,25,9,.735,18.77,9.42,,13,5,,16,0,,5,6,,2310,1992,,1370,798,1808,.441,278,744,.374,436,533,.818,355,1088,442,121,105,258,522
372,Wofford_2011,34,21,13,.618,4.35,-1.21,,14,4,,8,4,,8,6,,2502,2313,,1390,883,1853,.477,197,493,.400,539,778,.693,372,1108,487,227,86,404,654
377,Xavier_2011,32,24,8,.750,11.88,4.41,,15,1,,14,1,,7,4,,2306,2067,,1300,784,1700,.461,173,526,.329,565,756,.747,328,1130,424,174,98,386,551
6,Alabama_2012,33,21,12,.636,13.76,7.18,,9,7,,12,3,,4,6,,2135,1918,,1330,778,1722,.452,136,470,.289,443,623,.711,352,1066,402,239,137,423,607
23,Baylor_2012,38,30,8,.789,16.54,8.03,,12,6,,14,3,,8,3,,2839,2483,,1525,1004,2148,.467,259,676,.383,572,759,.754,470,1280,570,286,178,522,674
24,Belmont_2012,35,27,8,.771,11.81,-1.22,,16,2,,13,1,,10,6,,2831,2363,,1410,975,2026,.481,309,817,.378,572,779,.734,401,1151,606,255,78,430,631
32,Brigham Young_2012,35,26,9,.743,11.25,1.55,,12,4,,13,3,,8,3,,2727,2358,,1400,977,2099,.465,233,679,.343,540,771,.700,381,1223,599,296,154,473,637
48,University of California_2012,34,24,10,.706,13.79,4.53,,13,5,,17,1,,5,6,,2419,2104,,1360,893,1878,.476,156,430,.363,477,641,.744,341,1095,540,159,106,411,489
59,Cincinnati_2012,37,26,11,.703,12.93,6.28,,12,6,,14,4,,7,5,,2522,2276,,1500,924,2194,.421,260,763,.341,414,643,.644,489,1225,479,298,170,403,570
68,Colorado State_2012,32,20,12,.625,6.58,5.23,,8,6,,14,1,,3,9,,2243,2177,,1295,764,1621,.471,189,473,.400,526,685,.768,266,939,389,172,60,408,606
69,Colorado_2012,36,24,12,.667,7.91,5.73,,11,7,,14,2,,4,7,,2429,2269,,1445,835,1874,.446,199,572,.348,560,810,.691,351,1192,422,210,117,468,614
71,Connecticut_2012,34,20,14,.588,12.27,8.07,,8,10,,13,4,,3,7,,2336,2193,,1375,858,1900,.452,185,557,.332,435,657,.662,415,1151,457,199,233,418,492
74,Creighton_2012,35,29,6,.829,12.92,3.41,,14,4,,14,2,,10,3,,2772,2439,,1410,975,1935,.504,287,677,.424,535,737,.726,330,1163,616,169,82,421,592
76,Davidson_2012,33,25,8,.758,7.26,-1.68,,16,2,,13,2,,8,5,,2571,2238,,1330,879,1969,.446,255,760,.336,558,731,.763,415,1167,455,184,116,388,673
82,Detroit Mercy_2012,36,22,14,.611,2.40,-0.01,,11,7,,13,4,,6,8,,2597,2432,,1445,903,2008,.450,165,553,.298,626,857,.730,434,1124,463,272,165,450,684
85,Duke_2012,34,27,7,.794,17.05,8.40,,13,3,,13,3,,8,1,,2628,2334,,1370,874,1915,.456,274,739,.371,606,864,.701,406,1152,423,210,136,415,626
103,Florida State_2012,35,25,10,.714,14.53,7.62,,12,4,,15,2,,5,5,,2443,2201,,1420,877,1923,.456,216,611,.354,473,669,.707,398,1169,427,265,213,550,653
104,Florida_2012,37,26,11,.703,18.25,7.33,,10,6,,14,2,,4,7,,2808,2404,,1495,976,2106,.463,357,939,.380,499,700,.713,416,1180,551,233,124,410,575
113,Georgetown_2012,33,24,9,.727,16.81,7.69,,12,6,,15,1,,6,5,,2278,1959,,1340,811,1743,.465,186,536,.347,470,673,.698,367,1108,451,200,156,417,578
118,Gonzaga_2012,33,26,7,.788,13.86,3.25,,13,3,,15,1,,6,4,,2436,2086,,1325,823,1740,.473,215,567,.379,575,803,.716,359,1095,455,223,105,433,514
123,Harvard_2012,31,26,5,.839,7.84,-1.56,,12,2,,11,1,,12,3,,2033,1724,,1245,695,1490,.466,185,518,.357,458,613,.747,262,923,401,184,137,379,473
139,Indiana_2012,36,27,9,.750,18.63,7.80,,11,7,,18,1,,5,6,,2782,2392,,1440,949,1928,.492,229,531,.431,655,858,.763,383,1130,487,233,115,463,632
140,Iona_2012,33,25,8,.758,8.36,-1.82,,15,3,,10,1,,11,4,,2736,2400,,1335,1021,2033,.502,254,656,.387,440,617,.713,353,1042,638,241,71,414,559
141,Iowa State_2012,34,23,11,.676,13.32,7.32,,12,6,,16,2,,4,7,,2490,2286,,1360,847,1888,.449,293,786,.373,503,731,.688,371,1173,484,196,96,419,547
149,Kansas State_2012,33,22,11,.667,14.47,7.53,,10,8,,11,4,,6,4,,2343,2114,,1335,812,1849,.439,183,546,.335,536,799,.671,471,1129,468,200,156,474,662
150,Kansas_2012,39,32,7,.821,21.72,9.93,,16,2,,16,0,,8,2,,2867,2407,,1565,1023,2169,.472,222,643,.345,597,863,.692,449,1368,587,285,222,506,678
155,Kentucky_2012,40,38,2,.950,24.73,7.93,,16,0,,18,0,,8,1,,3095,2423,,1600,1096,2248,.488,225,595,.378,678,938,.723,472,1445,531,242,344,445,593
158,Lamar_2012,35,23,12,.657,2.41,-3.77,,11,5,,12,2,,8,9,,2573,2296,,1405,902,2087,.432,153,454,.337,616,855,.720,497,1288,448,283,154,418,604
159,Lehigh_2012,35,27,8,.771,4.27,-5.14,,11,3,,12,1,,12,6,,2648,2288,,1410,902,2030,.444,254,726,.350,590,768,.768,386,1104,456,269,106,391,629
162,Cal State Long Beach_2012,34,25,9,.735,9.52,0.87,,15,1,,12,0,,8,7,,2510,2175,,1370,880,1880,.468,221,618,.358,529,790,.670,391,1141,476,242,92,440,527
163,Long Island University_2012,34,25,9,.735,-1.34,-5.10,,16,2,,15,0,,7,8,,2769,2641,,1365,920,1940,.474,225,606,.371,704,965,.730,396,1167,500,206,113,546,531
169,Louisville_2012,40,30,10,.750,16.19,9.02,,10,8,,16,4,,6,5,,2727,2440,,1620,963,2281,.422,233,733,.318,568,826,.688,518,1423,532,353,193,562,706
172,Loyola (MD)_2012,33,24,9,.727,0.37,-2.72,,13,5,,10,2,,11,6,,2222,2120,,1320,755,1775,.425,164,484,.339,548,762,.719,430,1044,393,255,147,443,628
178,Marquette_2012,35,27,8,.771,16.92,7.50,,14,4,,15,1,,6,5,,2638,2308,,1400,919,2033,.452,201,596,.337,599,831,.721,414,1149,580,304,122,461,620
185,Memphis_2012,35,26,9,.743,16.86,5.26,,13,3,,18,2,,7,4,,2614,2208,,1415,933,1899,.491,185,511,.362,563,785,.717,332,1093,505,278,196,444,665
189,Michigan State_2012,37,29,8,.784,21.32,9.82,,13,5,,17,1,,7,4,,2651,2195,,1485,960,2012,.477,200,555,.360,531,759,.700,420,1302,566,265,157,474,650
190,Michigan_2012,34,24,10,.706,13.19,8.98,,13,5,,15,1,,5,6,,2255,2090,,1375,808,1777,.455,276,788,.350,363,503,.722,291,967,431,168,72,370,530
195,Mississippi Valley State_2012,34,21,13,.618,-8.03,-7.65,,17,1,,9,0,,8,11,,2332,2345,,1375,812,2025,.401,252,777,.324,456,708,.644,460,1156,451,300,87,511,698
201,Missouri_2012,35,30,5,.857,19.77,5.68,,14,4,,16,1,,7,3,,2814,2321,,1405,981,1945,.504,293,737,.398,559,730,.766,319,1025,566,285,97,358,499
204,Montana_2012,32,25,7,.781,4.55,-3.39,,15,1,,16,2,,9,4,,2239,1985,,1285,781,1689,.462,195,524,.372,482,672,.717,286,949,436,229,115,401,585
208,Murray State_2012,33,31,2,.939,8.74,-2.60,,15,1,,13,1,,13,0,,2412,2001,,1330,811,1732,.468,239,604,.396,551,761,.724,360,1019,418,276,139,458,592
211,Nevada-Las Vegas_2012,35,26,9,.743,13.55,4.37,,9,5,,17,0,,5,7,,2671,2307,,1425,942,2062,.457,291,799,.364,496,734,.676,408,1227,616,299,169,466,604
214,New Mexico State_2012,36,26,10,.722,8.73,0.08,,10,4,,14,3,,7,5,,2812,2459,,1445,970,2045,.474,165,505,.327,707,1058,.668,518,1352,498,244,154,533,630
215,New Mexico_2012,35,28,7,.800,15.60,3.34,,10,4,,14,2,,7,3,,2545,2076,,1405,876,1898,.462,264,699,.378,529,748,.707,395,1216,573,240,117,467,609
221,Norfolk State_2012,36,26,10,.722,-3.68,-5.39,,13,3,,10,4,,10,4,,2482,2416,,1455,870,1977,.440,198,635,.312,544,829,.656,421,1186,431,240,169,539,702
222,North Carolina-Asheville_2012,34,24,10,.706,3.06,-2.72,,16,2,,15,2,,8,5,,2745,2426,,1365,920,1907,.482,223,629,.355,682,893,.764,377,1093,566,283,88,456,612
226,North Carolina State_2012,37,24,13,.649,12.10,6.80,,9,7,,13,6,,5,4,,2697,2501,,1485,977,2134,.458,198,557,.355,545,774,.704,456,1281,577,249,150,470,623
228,North Carolina_2012,38,32,6,.842,21.34,7.07,,14,2,,17,1,,8,2,,3091,2549,,1525,1134,2473,.459,194,580,.334,629,922,.682,570,1592,659,259,219,447,551
240,Notre Dame_2012,34,22,12,.647,11.18,6.47,,13,5,,16,1,,5,5,,2257,2097,,1380,781,1800,.434,221,665,.332,474,673,.704,345,1050,497,177,114,342,470
244,Ohio State_2012,39,31,8,.795,23.95,9.07,,13,5,,17,2,,7,4,,2913,2333,,1560,1057,2219,.476,199,596,.334,600,846,.709,447,1345,568,281,125,449,630
245,Ohio_2012,37,29,8,.784,7.17,0.17,,11,5,,16,1,,8,6,,2597,2311,,1490,901,2107,.428,278,809,.344,517,749,.690,451,1136,488,347,103,481,723
265,Purdue_2012,35,22,13,.629,13.88,8.05,,10,8,,13,4,,5,5,,2514,2310,,1400,889,2019,.440,284,753,.377,452,689,.656,391,1039,470,226,110,306,620
278,Saint Louis_2012,34,26,8,.765,15.15,4.06,,12,4,,15,1,,6,5,,2336,1960,,1365,814,1813,.449,238,663,.359,470,653,.720,346,994,459,236,99,382,569
279,Saint Mary's (CA)_2012,33,27,6,.818,11.26,0.78,,14,2,,16,1,,8,3,,2467,2068,,1325,857,1811,.473,245,713,.344,508,697,.729,378,1152,520,227,102,383,527
283,San Diego State_2012,34,26,8,.765,9.04,3.79,,10,4,,17,2,,7,4,,2416,2166,,1380,863,1903,.453,197,578,.341,493,703,.701,360,1153,417,189,79,426,543
298,South Dakota State_2012,35,27,8,.771,7.34,-1.87,,15,3,,14,0,,8,7,,2689,2329,,1415,918,1963,.468,284,728,.390,569,783,.727,363,1078,500,236,65,370,567
300,South Florida_2012,36,22,14,.611,9.20,7.29,,12,6,,14,2,,5,8,,2134,2037,,1450,772,1765,.437,169,534,.316,421,597,.705,374,1115,423,200,137,485,552
309,Southern Mississippi_2012,34,25,9,.735,7.79,3.61,,11,5,,15,0,,7,6,,2426,2212,,1395,819,1975,.415,215,601,.358,573,779,.736,471,1133,374,205,98,377,651
312,St. Bonaventure_2012,32,20,12,.625,8.25,2.84,,10,6,,11,2,,6,8,,2254,2081,,1295,770,1687,.456,174,504,.345,540,710,.761,352,1038,444,186,133,439,592
319,Syracuse_2012,37,34,3,.919,21.12,8.02,,17,1,,19,0,,9,1,,2742,2257,,1485,1006,2156,.467,233,668,.349,495,709,.698,459,1181,564,338,255,389,574
320,Temple_2012,32,24,8,.750,10.44,4.94,,13,3,,10,1,,10,4,,2401,2225,,1305,861,1836,.469,228,574,.397,451,627,.719,333,1019,493,230,134,401,567
337,Texas_2012,34,20,14,.588,14.00,8.12,,9,9,,15,3,,4,7,,2470,2270,,1370,836,1927,.434,197,601,.328,601,820,.733,453,1118,419,231,125,426,659
348,Vanderbilt_2012,36,25,11,.694,15.71,8.04,,10,6,,13,5,,6,5,,2615,2339,,1455,885,1921,.461,307,792,.388,538,770,.699,361,1125,458,214,144,465,580
349,Vermont_2012,36,24,12,.667,0.98,-5.19,,13,3,,10,4,,10,6,,2415,2193,,1455,848,1914,.443,191,561,.340,528,714,.739,401,1166,475,221,86,445,627
353,Virginia Commonwealth_2012,36,29,7,.806,8.79,0.63,,15,3,,13,1,,10,3,,2448,2154,,1450,837,2040,.410,267,800,.334,507,740,.685,439,1115,433,379,131,411,646
356,Virginia_2012,32,22,10,.688,12.51,4.23,,9,7,,13,3,,7,4,,2000,1735,,1285,721,1576,.457,155,469,.330,403,558,.722,253,944,394,207,88,367,506
362,West Virginia_2012,33,19,14,.576,12.13,7.53,,9,9,,11,5,,4,6,,2346,2194,,1355,838,1914,.438,174,583,.298,496,739,.671,493,1135,477,210,85,422,555
365,Western Kentucky_2012,35,16,19,.457,-2.66,0.51,,7,9,,8,7,,3,8,,2272,2383,,1410,769,1952,.394,195,638,.306,539,785,.687,449,1173,385,195,146,534,691
367,Wichita State_2012,33,27,6,.818,17.42,3.80,,16,2,,14,1,,10,1,,2545,2060,,1340,912,1892,.482,230,620,.371,491,656,.748,359,1157,485,209,130,403,553
370,Wisconsin_2012,36,26,10,.722,19.04,8.24,,12,6,,14,4,,7,4,,2304,1915,,1450,797,1875,.425,285,775,.368,425,575,.739,349,1112,428,181,126,320,512
376,Xavier_2012,36,23,13,.639,9.59,6.22,,10,6,,13,3,,5,6,,2543,2422,,1455,899,1986,.453,176,501,.351,569,819,.695,378,1183,471,216,135,448,665
2,Akron_2013,33,26,7,.788,8.11,0.18,,14,2,,15,1,,7,4,,2369,2071,,1340,852,1874,.455,229,689,.332,436,678,.643,425,1145,485,231,189,458,577
7,Albany (NY)_2013,35,24,11,.686,-0.87,-4.53,,9,7,,11,4,,11,5,,2251,2123,,1405,761,1748,.435,213,575,.370,516,700,.737,345,1022,394,192,71,468,564
12,Arizona_2013,35,27,8,.771,17.30,7.47,,12,6,,14,2,,7,4,,2570,2226,,1405,880,1933,.455,269,725,.371,541,722,.749,393,1172,476,234,134,458,584
24,Belmont_2013,33,26,7,.788,10.37,-0.96,,14,2,,13,0,,9,4,,2533,2129,,1325,906,1844,.491,279,729,.383,442,604,.732,306,966,516,322,88,440,604
27,Boise State_2013,32,21,11,.656,9.44,5.27,,9,7,,14,1,,5,8,,2343,2095,,1285,824,1790,.460,249,637,.391,446,597,.747,323,988,423,212,54,385,599
35,Bucknell_2013,34,28,6,.824,6.95,-1.96,,12,2,,14,1,,12,4,,2277,1966,,1360,818,1807,.453,157,438,.358,484,652,.742,308,1142,455,118,139,321,498
37,Butler_2013,36,27,9,.750,10.99,6.08,,11,5,,14,2,,7,4,,2495,2299,,1445,869,1931,.450,239,688,.347,518,744,.696,419,1213,465,206,94,474,644
48,University of California_2013,33,21,12,.636,10.65,7.77,,12,6,,11,5,,6,5,,2218,2123,,1325,833,1875,.444,134,443,.302,418,585,.715,361,1134,468,192,154,417,549
59,Cincinnati_2013,34,22,12,.647,14.46,6.93,,9,9,,13,5,,4,5,,2262,2006,,1375,791,1963,.403,230,729,.316,450,696,.647,488,1219,415,240,208,432,605
68,Colorado State_2013,35,26,9,.743,13.65,5.89,,11,5,,16,1,,6,6,,2553,2229,,1405,881,1961,.449,180,532,.338,611,855,.715,493,1297,445,162,74,389,600
69,Colorado_2013,33,21,12,.636,11.95,7.95,,10,8,,12,3,,5,7,,2230,2098,,1340,775,1788,.433,178,517,.344,502,732,.686,378,1128,328,230,105,439,525
74,Creighton_2013,36,28,8,.778,16.44,5.16,,13,5,,15,2,,7,5,,2680,2274,,1440,942,1882,.501,307,742,.414,489,644,.759,300,1172,609,174,92,443,588
76,Davidson_2013,34,26,8,.765,7.27,-3.45,,17,1,,12,1,,9,4,,2490,2110,,1365,837,1813,.462,256,694,.369,560,704,.795,306,1048,473,189,101,371,601
85,Duke_2013,36,30,6,.833,21.43,9.54,,14,4,,16,0,,5,4,,2778,2350,,1440,960,2033,.472,270,676,.399,588,796,.739,337,1119,515,232,135,383,645
101,Florida Gulf Coast_2013,37,26,11,.703,2.76,-2.07,,13,5,,15,1,,6,9,,2696,2469,,1495,976,2112,.462,247,722,.342,497,736,.675,412,1226,523,331,139,545,649
104,Florida_2013,37,29,8,.784,23.86,6.83,,14,4,,15,0,,7,5,,2642,2012,,1480,960,2010,.478,300,794,.378,422,623,.677,381,1179,540,265,120,401,518
113,Georgetown_2013,32,25,7,.781,15.84,7.59,,14,4,,16,1,,6,3,,2070,1806,,1300,737,1627,.453,189,536,.353,407,599,.679,297,959,474,240,123,407,556
118,Gonzaga_2013,35,32,3,.914,20.47,4.18,,16,0,,15,1,,10,1,,2696,2095,,1400,961,1934,.497,226,609,.371,548,777,.705,409,1195,530,277,96,393,551
123,Harvard_2013,30,20,10,.667,3.95,0.16,,11,3,,13,1,,6,8,,2049,1924,,1215,677,1425,.475,191,480,.398,504,697,.723,219,796,392,218,126,399,457
137,Illinois_2013,36,23,13,.639,13.23,10.08,,8,10,,12,4,,6,6,,2465,2332,,1445,858,2084,.412,280,873,.321,469,646,.726,427,1098,365,245,142,411,648
139,Indiana_2013,36,29,7,.806,24.90,8.38,,14,4,,17,2,,7,2,,2831,2236,,1451,951,1971,.482,257,637,.403,672,904,.743,439,1270,514,256,130,469,598
140,Iona_2013,34,20,14,.588,4.04,-0.02,,11,7,,11,1,,5,9,,2733,2595,,1395,956,2106,.454,283,771,.367,538,689,.781,395,1094,523,222,101,421,582
141,Iowa State_2013,35,23,12,.657,14.50,6.13,,11,7,,16,1,,4,7,,2779,2486,,1420,962,2111,.456,346,924,.374,509,696,.731,422,1238,560,223,97,460,593
148,James Madison_2013,36,21,15,.583,-1.73,-2.28,,11,7,,10,4,,4,9,,2346,2326,,1450,818,1941,.421,211,628,.336,499,714,.699,365,1064,423,272,166,401,620
149,Kansas State_2013,35,27,8,.771,13.53,6.53,,14,4,,15,1,,7,3,,2414,2115,,1400,872,2002,.436,238,658,.362,432,631,.685,470,1145,557,247,129,403,631
150,Kansas_2013,37,31,6,.838,20.79,7.54,,14,4,,16,1,,7,3,,2782,2292,,1505,985,2049,.481,216,594,.364,596,809,.737,399,1354,575,260,247,517,620
156,La Salle_2013,34,24,10,.706,10.14,4.46,,11,5,,13,2,,8,6,,2450,2257,,1370,871,1931,.451,262,695,.377,446,605,.737,332,958,481,263,119,390,520
160,Liberty_2013,36,15,21,.417,-9.13,-5.80,,6,10,,8,7,,4,11,,2489,2519,,1455,838,1954,.429,251,669,.375,562,770,.730,367,1164,443,197,105,478,685
163,Long Island University_2013,34,20,14,.588,-3.21,-5.80,,12,6,,12,2,,7,9,,2677,2589,,1370,915,1909,.479,246,647,.380,601,870,.691,404,1083,515,232,117,486,597
169,Louisville_2013,40,35,5,.875,24.81,9.13,,14,4,,15,1,,8,3,,2978,2351,,1625,1048,2300,.456,230,691,.333,652,920,.709,531,1385,584,430,168,495,727
178,Marquette_2013,35,26,9,.743,14.04,8.58,,14,4,,16,0,,5,6,,2382,2191,,1420,842,1844,.457,147,497,.296,551,755,.730,418,1116,483,231,123,471,590
185,Memphis_2013,36,31,5,.861,12.26,2.70,,16,0,,17,1,,9,1,,2681,2337,,1450,976,2071,.471,220,592,.372,509,771,.660,438,1243,605,321,231,523,651
187,Miami (FL)_2013,36,29,7,.806,16.99,7.88,,15,3,,14,1,,10,3,,2509,2181,,1445,895,1968,.455,254,701,.362,465,680,.684,357,1179,408,223,159,377,525
189,Michigan State_2013,36,27,9,.750,18.64,10.55,,13,5,,17,1,,6,5,,2448,2129,,1440,882,1921,.459,177,523,.338,507,710,.714,421,1241,474,289,140,489,579
190,Michigan_2013,39,31,8,.795,21.28,10.05,,12,6,,17,1,,5,5,,2932,2467,,1575,1093,2260,.484,296,769,.385,450,642,.701,416,1246,565,239,108,368,496
191,Middle Tennessee_2013,34,28,6,.824,11.16,-1.52,,19,1,,15,0,,11,3,,2405,1974,,1370,848,1835,.462,181,480,.377,528,759,.696,407,1147,481,238,128,464,700
193,Minnesota_2013,34,21,13,.618,16.83,10.31,,8,10,,15,2,,3,8,,2337,2115,,1365,815,1838,.443,184,546,.337,523,764,.685,501,1186,503,253,187,467,605
196,Mississippi_2013,36,27,9,.750,14.42,4.14,,12,6,,16,1,,6,6,,2779,2409,,1455,977,2230,.438,238,735,.324,587,866,.678,466,1251,450,297,185,395,606
201,Missouri_2013,34,23,11,.676,15.41,6.00,,11,7,,17,0,,2,8,,2588,2268,,1370,924,2015,.459,215,635,.339,525,706,.744,454,1266,472,229,119,442,567
204,Montana_2013,32,25,7,.781,-1.11,-4.21,,19,1,,15,1,,10,4,,2238,2096,,1305,760,1635,.465,219,589,.372,499,651,.767,248,905,405,187,100,391,543
212,Nevada-Las Vegas_2013,35,25,10,.714,12.92,5.71,,10,6,,17,2,,6,6,,2498,2206,,1405,872,2002,.436,227,689,.329,525,747,.703,418,1281,562,253,203,487,593
215,New Mexico State_2013,35,24,11,.686,5.11,0.70,,14,4,,15,1,,6,8,,2355,2175,,1410,832,1828,.455,137,438,.313,554,845,.656,429,1235,401,198,193,506,525
216,New Mexico_2013,35,29,6,.829,13.28,6.63,,13,3,,15,1,,8,4,,2355,2122,,1410,768,1815,.423,221,629,.351,598,829,.721,335,1123,505,220,134,402,542
225,North Carolina A&T_2013,37,20,17,.541,-6.94,-6.30,,8,8,,9,3,,5,12,,2299,2291,,1485,776,1927,.403,215,707,.304,532,809,.658,387,1166,405,261,165,564,716
228,North Carolina State_2013,35,24,11,.686,14.32,7.17,,11,7,,16,1,,3,7,,2708,2458,,1405,985,1987,.496,184,471,.391,554,813,.681,396,1186,511,227,147,433,544
230,North Carolina_2013,36,25,11,.694,14.52,8.01,,12,6,,14,2,,7,6,,2762,2492,,1445,1023,2321,.441,272,723,.376,442,655,.675,478,1254,616,303,117,433,539
243,Northwestern State_2013,32,23,9,.719,0.41,-3.77,,15,3,,13,1,,8,7,,2559,2285,,1280,919,2007,.458,189,603,.313,532,775,.686,435,1133,489,307,151,448,619
245,Notre Dame_2013,35,25,10,.714,13.74,7.22,,11,7,,17,2,,4,5,,2450,2222,,1440,892,1929,.462,228,617,.370,438,618,.709,387,1146,587,175,132,393,495
247,Ohio State_2013,37,29,8,.784,20.19,9.32,,13,5,,16,2,,5,5,,2599,2197,,1485,928,2057,.451,227,638,.356,516,729,.708,378,1219,493,248,162,377,590
249,Oklahoma State_2013,33,24,9,.727,15.57,6.73,,13,5,,15,2,,5,5,,2371,2079,,1345,814,1854,.439,183,580,.316,560,751,.746,354,1110,398,248,155,411,598
250,Oklahoma_2013,32,20,12,.625,11.40,7.09,,12,7,,12,2,,5,7,,2260,2122,,1290,803,1847,.435,159,493,.323,495,654,.757,377,1066,394,206,89,376,557
254,Oregon_2013,37,28,9,.757,13.82,5.77,,12,6,,17,2,,6,5,,2650,2352,,1505,944,2110,.447,192,577,.333,570,809,.705,451,1285,484,314,146,555,651
255,Pacific_2013,35,22,13,.629,1.96,1.05,,13,5,,13,2,,4,9,,2344,2238,,1405,824,1839,.448,225,590,.381,471,684,.689,333,1037,510,194,46,390,621
259,Pittsburgh_2013,33,24,9,.727,18.82,5.63,,12,6,,16,3,,6,3,,2282,1847,,1335,837,1775,.472,163,467,.349,445,666,.668,425,1067,537,218,131,364,575
281,Saint Louis_2013,35,28,7,.800,14.33,4.28,,13,3,,17,2,,6,3,,2388,2036,,1410,808,1812,.446,210,617,.340,562,798,.704,306,1032,453,267,109,383,603
282,Saint Mary's (CA)_2013,35,28,7,.800,14.51,3.31,,14,2,,16,1,,9,2,,2610,2203,,1405,910,1939,.469,273,728,.375,517,713,.725,422,1199,502,214,98,416,612
288,San Diego State_2013,34,23,11,.676,13.01,6.19,,9,7,,14,1,,4,6,,2356,2077,,1365,839,1916,.438,202,618,.327,476,697,.683,376,1144,425,235,155,410,497
301,South Dakota State_2013,35,25,10,.714,2.36,-3.27,,13,3,,13,0,,7,9,,2568,2300,,1420,910,1938,.470,270,694,.389,478,627,.762,331,1125,506,175,78,365,492
314,Southern_2013,33,23,10,.697,-2.61,-10.31,,15,3,,12,0,,8,8,,2223,1890,,1320,761,1757,.433,226,619,.365,475,689,.689,288,1035,376,244,134,359,562
322,Syracuse_2013,40,30,10,.750,20.30,8.57,,11,7,,17,2,,5,5,,2816,2347,,1610,1007,2293,.439,233,696,.335,569,843,.675,560,1380,562,360,248,495,637
323,Temple_2013,34,24,10,.706,9.52,5.20,,11,5,,14,3,,8,4,,2456,2309,,1360,851,1986,.428,243,740,.328,511,707,.723,381,1057,497,267,126,366,558
346,UCLA_2013,35,25,10,.714,12.88,7.82,,13,5,,15,3,,6,3,,2604,2427,,1420,961,2131,.451,171,514,.333,511,706,.724,387,1165,559,283,127,391,526
350,Valparaiso_2013,34,26,8,.765,7.15,-1.13,,13,3,,15,2,,10,5,,2420,2119,,1365,823,1699,.484,253,680,.372,521,713,.731,303,1008,467,232,114,486,586
355,Villanova_2013,34,20,14,.588,10.74,8.53,,10,8,,12,4,,6,7,,2307,2214,,1385,732,1760,.416,204,617,.331,639,889,.719,383,1116,413,263,114,533,651
356,Virginia Commonwealth_2013,36,27,9,.750,16.89,4.47,,12,4,,15,2,,8,3,,2770,2323,,1450,1010,2243,.450,281,800,.351,469,669,.701,479,1155,521,422,109,407,708
368,Western Kentucky_2013,36,20,16,.556,-0.65,-1.14,,10,10,,11,4,,4,9,,2409,2364,,1445,837,1959,.427,226,709,.319,509,755,.674,441,1204,400,223,115,537,691
370,Wichita State_2013,39,30,9,.769,14.68,6.09,,12,6,,14,2,,7,5,,2720,2385,,1560,954,2166,.440,259,765,.339,553,791,.699,512,1355,530,289,173,492,700
375,Wisconsin_2013,35,23,12,.657,18.76,9.73,,12,6,,15,3,,5,6,,2274,1958,,1420,823,1960,.420,259,785,.330,369,582,.634,401,1202,465,200,153,334,491
8,Albany (NY)_2014,34,19,15,.559,-3.31,-5.22,,9,7,,10,3,,7,11,,2239,2174,,1375,765,1733,.441,163,453,.360,546,728,.750,343,1175,376,184,101,428,580
10,American_2014,33,20,13,.606,0.69,-3.25,,13,5,,11,3,,9,9,,2081,1951,,1325,748,1527,.490,207,546,.379,378,535,.707,232,986,492,198,110,464,567
12,Arizona State_2014,33,21,12,.636,13.32,7.41,,10,8,,16,1,,4,7,,2486,2291,,1345,836,1852,.451,268,688,.390,546,787,.694,281,1172,471,167,182,377,635
13,Arizona_2014,38,33,5,.868,23.36,9.04,,15,3,,18,0,,8,3,,2769,2225,,1540,996,2123,.469,204,561,.364,573,870,.659,465,1449,574,223,173,387,630
24,Baylor_2014,38,26,12,.684,15.80,10.11,,9,9,,13,4,,5,5,,2843,2577,,1540,959,2108,.455,280,725,.386,645,949,.680,525,1456,563,197,202,440,648
33,Brigham Young_2014,35,23,12,.657,11.63,5.72,,13,5,,14,1,,5,7,,2931,2706,,1425,1012,2186,.463,177,499,.355,730,1055,.692,463,1432,544,251,103,395,690
