Table Names-1,Table Names,School,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Duke 2003,897,1981,244,639,897,431,1206,462
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,East Tennessee State 2003,899,1933,167,578,791,437,1201,561
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Florida 2003,883,1856,287,431,613,352,1149,438
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Gonzaga 2003,862,1843,239,595,822,394,1234,474
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Holy Cross 2003,759,1643,170,492,695,377,1131,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Illinois 2003,859,1793,233,437,603,305,1133,418
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Indiana 2003,788,1851,254,546,760,387,1234,392
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,IUPUI 2003,833,1855,215,542,774,404,1118,547
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Kansas 2003,1182,2393,183,594,906,550,1589,562
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Kentucky 2003,1026,2102,208,522,742,460,1324,501
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Louisiana State 2003,851,1767,215,409,633,346,1124,446
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Louisville 2003,902,1950,272,536,770,442,1220,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Manhattan 2003,774,1730,166,560,711,342,1032,423
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Marquette 2003,901,1871,202,585,759,487,1208,438
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Maryland 2003,901,1940,204,466,654,409,1241,431
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Memphis 2003,787,1809,210,448,685,448,1203,412
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Michigan State 2003,812,1795,179,564,767,373,1226,502
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Milwaukee 2003,874,1855,246,472,681,370,1101,475
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Mississippi State 2003,806,1718,173,366,543,374,1148,479
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Missouri 2003,870,1959,252,397,600,437,1301,457
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,North Carolina-Asheville 2003,801,1848,212,506,665,393,1142,514
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,North Carolina State 2003,755,1656,248,488,634,290,989,440
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,North Carolina-Wilmington 2003,801,1747,216,396,572,309,1022,352
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Notre Dame 2003,917,2055,283,575,756,378,1303,446
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Oklahoma State 2003,800,1784,157,467,719,397,1175,474
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Oklahoma 2003,853,1912,250,436,629,414,1251,412
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Oregon 2003,934,2039,291,530,685,377,1190,504
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Pennsylvania 2003,668,1432,251,371,523,254,926,370
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Pittsburgh 2003,893,1766,208,479,748,369,1203,484
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Purdue 2003,715,1638,157,569,757,312,1015,413
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Saint Joseph's 2003,725,1637,239,422,615,339,1060,387
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Sam Houston State 2003,751,1636,194,489,694,338,1111,475
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,San Diego 2003,765,1626,210,525,789,354,1147,536
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,South Carolina State 2003,765,1683,161,547,782,396,1145,602
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Southern Illinois 2003,847,1801,191,422,603,336,1028,388
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Stanford 2003,851,1925,231,458,676,449,1279,470
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Syracuse 2003,1020,2146,186,559,806,478,1425,494
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Texas Southern 2003,771,1721,190,536,876,411,1184,472
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Texas 2003,916,2055,196,590,818,531,1386,431
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Troy 2003,914,2116,312,416,606,486,1285,435
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Tulsa 2003,877,1884,217,452,619,365,1221,467
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Utah State 2003,799,1727,134,465,651,414,1154,406
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Utah 2003,757,1679,236,441,620,333,1093,427
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Vermont 2003,835,1870,179,426,640,425,1295,479
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Wagner 2003,865,1841,225,448,616,381,1098,482
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Wake Forest 2003,805,1778,191,611,813,459,1292,475
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Weber State 2003,800,1710,189,596,815,345,1078,403
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Western Kentucky 2003,860,1866,253,457,692,411,1186,497
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Wisconsin 2003,798,1723,201,453,619,326,1045,334
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Xavier 2003,850,1897,206,576,772,460,1259,407
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Alabama 2012,778,1722,136,443,623,352,1066,423
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Baylor 2012,1004,2148,259,572,759,470,1280,522
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Belmont 2012,975,2026,309,572,779,401,1151,430
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Brigham Young 2012,977,2099,233,540,771,381,1223,473
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,University of California 2012,893,1878,156,477,641,341,1095,411
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Cincinnati 2012,924,2194,260,414,643,489,1225,403
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Colorado State 2012,764,1621,189,526,685,266,939,408
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Colorado 2012,835,1874,199,560,810,351,1192,468
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Connecticut 2012,858,1900,185,435,657,415,1151,418
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Creighton 2012,975,1935,287,535,737,330,1163,421
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Davidson 2012,879,1969,255,558,731,415,1167,388
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Detroit Mercy 2012,903,2008,165,626,857,434,1124,450
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Duke 2012,874,1915,274,606,864,406,1152,415
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Florida State 2012,877,1923,216,473,669,398,1169,550
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Florida 2012,976,2106,357,499,700,416,1180,410
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Georgetown 2012,811,1743,186,470,673,367,1108,417
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Gonzaga 2012,823,1740,215,575,803,359,1095,433
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Harvard 2012,695,1490,185,458,613,262,923,379
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Indiana 2012,949,1928,229,655,858,383,1130,463
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Iona 2012,1021,2033,254,440,617,353,1042,414
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Iowa State 2012,847,1888,293,503,731,371,1173,419
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Kansas State 2012,812,1849,183,536,799,471,1129,474
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Kansas 2012,1023,2169,222,597,863,449,1368,506
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Kentucky 2012,1096,2248,225,678,938,472,1445,445
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Lamar 2012,902,2087,153,616,855,497,1288,418
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Lehigh 2012,902,2030,254,590,768,386,1104,391
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Long Beach State 2012,880,1880,221,529,790,391,1141,440
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Long Island University 2012,920,1940,225,704,965,396,1167,546
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Louisville 2012,963,2281,233,568,826,518,1423,562
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Loyola (MD) 2012,755,1775,164,548,762,430,1044,443
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Marquette 2012,919,2033,201,599,831,414,1149,461
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Memphis 2012,933,1899,185,563,785,332,1093,444
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Michigan State 2012,960,2012,200,531,759,420,1302,474
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Michigan 2012,808,1777,276,363,503,291,967,370
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Mississippi Valley State 2012,812,2025,252,456,708,460,1156,511
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Missouri 2012,981,1945,293,559,730,319,1025,358
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Montana 2012,781,1689,195,482,672,286,949,401
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Murray State 2012,811,1732,239,551,761,360,1019,458
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Nevada-Las Vegas 2012,942,2062,291,496,734,408,1227,466
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,New Mexico State 2012,970,2045,165,707,1058,518,1352,533
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,New Mexico 2012,876,1898,264,529,748,395,1216,467
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Norfolk State 2012,870,1977,198,544,829,421,1186,539
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,North Carolina-Asheville 2012,920,1907,223,682,893,377,1093,456
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,North Carolina State 2012,977,2134,198,545,774,456,1281,470
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,North Carolina 2012,1134,2473,194,629,922,570,1592,447
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Notre Dame 2012,781,1800,221,474,673,345,1050,342
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Ohio State 2012,1057,2219,199,600,846,447,1345,449
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Ohio 2012,901,2107,278,517,749,451,1136,481
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Purdue 2012,889,2019,284,452,689,391,1039,306
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Saint Louis 2012,814,1813,238,470,653,346,994,382
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Saint Mary's (CA) 2012,857,1811,245,508,697,378,1152,383
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,San Diego State 2012,863,1903,197,493,703,360,1153,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,South Dakota State 2012,918,1963,284,569,783,363,1078,370
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,South Florida 2012,772,1765,169,421,597,374,1115,485
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Southern Mississippi 2012,819,1975,215,573,779,471,1133,377
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,St. Bonaventure 2012,770,1687,174,540,710,352,1038,439
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Syracuse 2012,1006,2156,233,495,709,459,1181,389
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Temple 2012,861,1836,228,451,627,333,1019,401
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Texas 2012,836,1927,197,601,820,453,1118,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Vanderbilt 2012,885,1921,307,538,770,361,1125,465
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Vermont 2012,848,1914,191,528,714,401,1166,445
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Virginia Commonwealth 2012,837,2040,267,507,740,439,1115,411
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Virginia 2012,721,1576,155,403,558,253,944,367
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,West Virginia 2012,838,1914,174,496,739,493,1135,422
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Western Kentucky 2012,769,1952,195,539,785,449,1173,534
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Wichita State 2012,912,1892,230,491,656,359,1157,403
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Wisconsin 2012,797,1875,285,425,575,349,1112,320
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2012.csv,Xavier 2012,899,1986,176,569,819,378,1183,448
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Akron 2011,892,2073,283,457,649,363,1238,432
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Alabama-Birmingham 2011,756,1725,239,368,513,352,1109,387
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Alabama State 2011,728,1841,165,525,870,460,1271,551
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Arizona 2011,969,2064,296,671,899,408,1319,484
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Little Rock 2011,825,1938,242,565,819,377,1204,428
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Belmont 2011,944,2045,327,575,781,451,1258,480
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Boston University 2011,749,1865,265,507,695,414,1249,418
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Brigham Young 2011,1019,2267,312,662,865,420,1425,404
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Bucknell 2011,827,1855,234,499,633,270,1149,380
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Butler 2011,919,2122,289,580,799,431,1337,416
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,UC-Santa Barbara 2011,742,1636,227,459,610,277,1038,456
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Cincinnati 2011,848,1939,220,496,742,454,1237,401
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Clemson 2011,810,1827,217,493,703,384,1177,449
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Connecticut 2011,1053,2429,234,627,822,570,1626,466
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Duke 2011,1040,2206,291,622,826,446,1399,447
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Florida State 2011,827,1903,212,482,725,422,1332,541
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Florida 2011,968,2083,233,498,744,467,1384,452
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,George Mason 2011,876,1861,227,495,718,364,1188,376
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Georgetown 2011,809,1703,223,417,568,324,1081,433
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Georgia 2011,823,1822,156,465,667,407,1243,444
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Gonzaga 2011,932,1947,203,617,810,398,1314,474
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Hampton 2011,746,1843,213,492,759,367,1170,412
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Illinois 2011,894,1910,232,393,539,342,1178,434
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Indiana State 2011,769,1793,235,480,676,352,1172,477
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Kansas State 2011,849,1939,237,542,828,490,1280,498
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Kansas 2011,1114,2193,271,585,862,449,1475,507
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Kentucky 2011,1002,2183,281,560,789,445,1420,406
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Long Island University 2011,928,2009,229,645,999,479,1378,505
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Louisville 2011,949,2097,309,416,627,434,1272,459
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2011.csv,Marquette 2011,973,2094,191,645,927,457,1329,455
