"","Rank","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"8307",8307,"rutgers",19,44,3,21,31,9,19,16,24,51,9,18,23,11,19,10,0,0.466,0.559,0.175,0.118,0.321,0.5,0.477,0.477
"8308",8308,"ucla",27,65,14,8,12,9,29,11,24,58,14,18,25,5,27,10,0,0.523,0.534,0.124,0.107,0.25,0.518,0.123,0.123
"8309",8309,"colorado",24,58,14,18,25,5,27,10,27,65,14,8,12,9,29,11,1,0.534,0.523,0.107,0.124,0.147,0.482,0.31,0.31
"8310",8310,"memphis",27,55,11,18,24,12,17,14,25,50,10,19,25,9,15,16,1,0.591,0.6,0.15,0.175,0.444,0.531,0.327,0.327
"8311",8311,"connecticut",25,50,10,19,25,9,15,16,27,55,11,18,24,12,17,14,0,0.6,0.591,0.175,0.15,0.346,0.469,0.38,0.38
"8312",8312,"colorado-state",29,62,13,12,14,9,31,17,33,77,10,16,27,16,21,7,0,0.573,0.494,0.182,0.063,0.3,0.596,0.194,0.194
"8313",8313,"nevada",33,77,10,16,27,16,21,7,29,62,13,12,14,9,31,17,1,0.494,0.573,0.063,0.182,0.34,0.404,0.208,0.208
"8314",8314,"samford",24,50,8,19,21,4,17,14,32,64,13,11,13,14,21,13,0,0.56,0.602,0.164,0.144,0.16,0.447,0.38,0.38
"8315",8315,"north-carolina-greensboro",32,64,13,11,13,14,21,13,24,50,8,19,21,4,17,14,1,0.602,0.56,0.144,0.164,0.452,0.553,0.172,0.172
"8316",8316,"minnesota",23,57,7,7,11,8,19,12,32,62,12,8,12,8,21,5,0,0.465,0.613,0.149,0.063,0.276,0.475,0.123,0.123
"8317",8317,"purdue",32,62,12,8,12,8,21,5,23,57,7,7,11,8,19,12,1,0.613,0.465,0.063,0.149,0.296,0.525,0.129,0.129
"8318",8318,"penn-state",24,59,4,12,19,8,17,13,28,57,4,16,23,12,29,13,0,0.441,0.526,0.142,0.139,0.216,0.37,0.203,0.203
"8319",8319,"nebraska",28,57,4,16,23,12,29,13,24,59,4,12,19,8,17,13,1,0.526,0.441,0.139,0.142,0.414,0.63,0.281,0.281
"8320",8320,"wright-state",32,77,7,17,22,16,24,9,27,58,8,19,29,8,24,14,1,0.461,0.534,0.083,0.138,0.4,0.5,0.221,0.221
"8321",8321,"illinois-chicago",27,58,8,19,29,8,24,14,32,77,7,17,22,16,24,9,0,0.534,0.461,0.138,0.083,0.25,0.5,0.328,0.328
"8322",8322,"quinnipiac",30,68,14,12,17,9,27,14,35,66,10,12,16,4,28,8,0,0.544,0.606,0.141,0.088,0.243,0.491,0.176,0.176
"8323",8323,"manhattan",35,66,10,12,16,4,28,8,30,68,14,12,17,9,27,14,1,0.606,0.544,0.088,0.141,0.129,0.509,0.182,0.182
"8324",8324,"florida-state",27,56,0,18,25,7,21,14,33,66,13,13,17,10,21,9,0,0.482,0.598,0.147,0.097,0.25,0.5,0.321,0.321
"8325",8325,"north-carolina-state",33,66,13,13,17,10,21,9,27,56,0,18,25,7,21,14,1,0.598,0.482,0.097,0.147,0.323,0.5,0.197,0.197
"8326",8326,"northwestern",27,58,13,3,7,8,18,10,25,59,10,17,23,16,24,8,0,0.578,0.508,0.133,0.088,0.25,0.429,0.052,0.052
"8327",8327,"iowa",25,59,10,17,23,16,24,8,27,58,13,3,7,8,18,10,1,0.508,0.578,0.088,0.133,0.471,0.571,0.288,0.288
"8328",8328,"north-carolina-at",30,70,3,23,35,16,29,11,27,65,3,23,27,7,29,13,1,0.45,0.438,0.094,0.123,0.356,0.5,0.329,0.329
"8329",8329,"bethune-cookman",27,65,3,23,27,7,29,13,30,70,3,23,35,16,29,11,0,0.438,0.45,0.123,0.094,0.194,0.5,0.354,0.354
"8330",8330,"james-madison",28,57,13,21,24,9,23,9,30,62,12,12,14,9,20,7,1,0.605,0.581,0.1,0.084,0.31,0.535,0.368,0.368
"8331",8331,"elon",30,62,12,12,14,9,20,7,28,57,13,21,24,9,23,9,0,0.581,0.605,0.084,0.1,0.281,0.465,0.194,0.194
"8332",8332,"south-carolina-upstate",27,64,13,9,12,10,21,10,37,62,11,11,19,6,22,4,0,0.523,0.685,0.116,0.047,0.312,0.488,0.141,0.141
"8333",8333,"florida-gulf-coast",37,62,11,11,19,6,22,4,27,64,13,9,12,10,21,10,1,0.685,0.523,0.047,0.116,0.222,0.512,0.177,0.177
"8334",8334,"marquette",32,63,18,8,11,6,23,14,26,57,10,24,29,7,21,14,1,0.651,0.544,0.158,0.139,0.222,0.523,0.127,0.127
"8335",8335,"georgetown",26,57,10,24,29,7,21,14,32,63,18,8,11,6,23,14,0,0.544,0.651,0.139,0.158,0.233,0.477,0.421,0.421
"8336",8336,"norfolk-state",28,61,4,19,33,13,31,16,22,70,10,20,27,13,22,9,1,0.492,0.386,0.145,0.085,0.371,0.585,0.311,0.311
"8337",8337,"howard",22,70,10,20,27,13,22,9,28,61,4,19,33,13,31,16,0,0.386,0.492,0.085,0.145,0.295,0.415,0.286,0.286
"8338",8338,"kennesaw-state",27,62,8,6,10,7,16,9,33,58,4,17,22,10,28,12,0,0.5,0.603,0.111,0.13,0.2,0.364,0.097,0.097
"8339",8339,"jacksonville",33,58,4,17,22,10,28,12,27,62,8,6,10,7,16,9,1,0.603,0.5,0.13,0.111,0.385,0.636,0.293,0.293
"8340",8340,"delaware-state",17,56,4,9,12,8,25,18,21,61,6,11,14,12,29,16,0,0.339,0.393,0.208,0.175,0.216,0.463,0.161,0.161
"8341",8341,"maryland-eastern-shore",21,61,6,11,14,12,29,16,17,56,4,9,12,8,25,18,1,0.393,0.339,0.175,0.208,0.324,0.537,0.18,0.18
"8342",8342,"north-florida",22,47,10,26,33,3,27,17,24,67,6,22,28,16,21,11,1,0.574,0.403,0.174,0.103,0.125,0.562,0.553,0.553
"8343",8343,"njit",24,67,6,22,28,16,21,11,22,47,10,26,33,3,27,17,0,0.403,0.574,0.103,0.174,0.372,0.438,0.328,0.328
"8344",8344,"duke",22,54,8,11,15,12,24,18,22,50,5,15,19,4,15,12,0,0.481,0.49,0.206,0.147,0.444,0.615,0.204,0.204
"8345",8345,"virginia-tech",22,50,5,15,19,4,15,12,22,54,8,11,15,12,24,18,1,0.49,0.481,0.147,0.206,0.143,0.385,0.3,0.3
"8346",8346,"south-carolina-state",27,65,2,18,26,14,25,11,23,54,4,26,32,6,27,12,0,0.431,0.463,0.107,0.122,0.341,0.481,0.277,0.277
"8347",8347,"florida-am",23,54,4,26,32,6,27,12,27,65,2,18,26,14,25,11,1,0.463,0.431,0.122,0.107,0.194,0.519,0.481,0.481
"8348",8348,"mississippi-valley-state",27,71,3,22,27,14,32,19,28,76,6,12,19,12,28,14,1,0.401,0.408,0.162,0.128,0.333,0.533,0.31,0.31
"8349",8349,"grambling",28,76,6,12,19,12,28,14,27,71,3,22,27,14,32,19,0,0.408,0.401,0.128,0.162,0.273,0.467,0.158,0.158
"8350",8350,"arkansas-pine-bluff",16,41,5,11,16,4,18,19,17,55,4,13,15,11,21,13,0,0.451,0.345,0.249,0.156,0.16,0.462,0.268,0.268
"8351",8351,"jackson-state",17,55,4,13,15,11,21,13,16,41,5,11,16,4,18,19,1,0.345,0.451,0.156,0.249,0.379,0.538,0.236,0.236
"8352",8352,"stetson",24,55,6,19,28,9,28,18,32,69,14,11,15,10,26,11,0,0.491,0.565,0.177,0.115,0.257,0.519,0.345,0.345
"8353",8353,"lipscomb",32,69,14,11,15,10,26,11,24,55,6,19,28,9,28,18,1,0.565,0.491,0.115,0.177,0.263,0.481,0.159,0.159
"8354",8354,"coppin-state",15,58,7,19,22,10,23,11,27,55,6,9,13,7,27,8,0,0.319,0.545,0.12,0.105,0.27,0.46,0.328,0.328
"8355",8355,"morgan-state",27,55,6,9,13,7,27,8,15,58,7,19,22,10,23,11,1,0.545,0.319,0.105,0.12,0.233,0.54,0.164,0.164
"8356",8356,"alabama-am",22,55,4,10,20,11,22,19,28,59,3,12,18,11,21,10,0,0.436,0.5,0.201,0.114,0.344,0.512,0.182,0.182
"8357",8357,"prairie-view",28,59,3,12,18,11,21,10,22,55,4,10,20,11,22,19,1,0.5,0.436,0.114,0.201,0.333,0.488,0.203,0.203
"8358",8358,"north-carolina-central",32,71,6,5,10,11,21,11,26,66,12,21,24,13,24,13,0,0.493,0.485,0.119,0.126,0.314,0.467,0.07,0.07
"8359",8359,"savannah-state",26,66,12,21,24,13,24,13,32,71,6,5,10,11,21,11,1,0.485,0.493,0.126,0.119,0.382,0.533,0.318,0.318
"8360",8360,"fresno-state",19,56,3,13,17,7,28,13,14,49,4,16,22,7,31,18,1,0.366,0.327,0.15,0.201,0.184,0.475,0.232,0.232
"8361",8361,"air-force",14,49,4,16,22,7,31,18,19,56,3,13,17,7,28,13,0,0.327,0.366,0.201,0.15,0.2,0.525,0.327,0.327
"8362",8362,"texas",29,68,9,3,5,9,18,11,35,58,7,3,10,8,28,13,0,0.493,0.664,0.13,0.16,0.243,0.391,0.044,0.044
"8363",8363,"kansas",35,58,7,3,10,8,28,13,29,68,9,3,5,9,18,11,1,0.664,0.493,0.16,0.13,0.308,0.609,0.052,0.052
"8364",8364,"alabama-state",30,72,8,9,15,17,19,8,32,65,13,18,24,10,25,8,0,0.472,0.592,0.084,0.082,0.405,0.432,0.125,0.125
"8365",8365,"texas-southern",32,65,13,18,24,10,25,8,30,72,8,9,15,17,19,8,1,0.592,0.472,0.082,0.084,0.345,0.568,0.277,0.277
"8366",8366,"texas-tech",24,55,10,16,25,15,22,13,29,59,10,16,27,8,15,5,0,0.527,0.576,0.139,0.055,0.5,0.595,0.291,0.291
"8367",8367,"west-virginia",29,59,10,16,27,8,15,5,24,55,10,16,25,15,22,13,1,0.576,0.527,0.055,0.139,0.267,0.405,0.271,0.271
"8368",8368,"florida",27,56,7,12,20,5,24,6,18,60,3,13,22,17,26,14,1,0.545,0.325,0.073,0.145,0.161,0.48,0.214,0.214
"8369",8369,"alabama",18,60,3,13,22,17,26,14,27,56,7,12,20,5,24,6,0,0.325,0.545,0.145,0.073,0.415,0.52,0.217,0.217
"8370",8370,"binghamton",22,57,4,6,11,4,23,11,28,61,5,10,17,10,30,9,0,0.421,0.5,0.138,0.103,0.118,0.434,0.105,0.105
"8371",8371,"albany-ny",28,61,5,10,17,10,30,9,22,57,4,6,11,4,23,11,1,0.5,0.421,0.103,0.138,0.303,0.566,0.164,0.164
"8372",8372,"akron",26,59,10,6,12,8,17,16,27,52,8,18,24,8,20,16,0,0.525,0.596,0.183,0.173,0.286,0.459,0.102,0.102
"8373",8373,"buffalo",27,52,8,18,24,8,20,16,26,59,10,6,12,8,17,16,1,0.596,0.525,0.173,0.183,0.32,0.541,0.346,0.346
"8374",8374,"ball-state",19,52,5,8,15,10,25,16,25,61,12,13,15,11,20,5,0,0.413,0.508,0.192,0.061,0.333,0.556,0.154,0.154
"8375",8375,"central-michigan",25,61,12,13,15,11,20,5,19,52,5,8,15,10,25,16,1,0.508,0.413,0.061,0.192,0.306,0.444,0.213,0.213
"8376",8376,"presbyterian",20,53,5,6,12,12,21,13,26,58,6,10,13,10,19,8,0,0.425,0.5,0.166,0.101,0.387,0.525,0.113,0.113
"8377",8377,"charleston-southern",26,58,6,10,13,10,19,8,20,53,5,6,12,12,21,13,1,0.5,0.425,0.101,0.166,0.323,0.475,0.172,0.172
"8378",8378,"maryland-baltimore-county",21,50,10,10,18,5,26,13,21,56,8,3,8,8,23,16,1,0.52,0.446,0.16,0.199,0.179,0.531,0.2,0.2
"8379",8379,"hartford",21,56,8,3,8,8,23,16,21,50,10,10,18,5,26,13,0,0.446,0.52,0.199,0.16,0.235,0.469,0.054,0.054
"8380",8380,"longwood",22,53,7,17,24,8,18,10,21,53,4,9,19,15,21,16,1,0.481,0.434,0.114,0.181,0.276,0.462,0.321,0.321
"8381",8381,"high-point",21,53,4,9,19,15,21,16,22,53,7,17,24,8,18,10,0,0.434,0.481,0.181,0.114,0.455,0.538,0.17,0.17
"8382",8382,"oklahoma-state",29,67,12,10,17,13,31,9,25,63,13,8,13,9,27,13,1,0.522,0.5,0.096,0.145,0.325,0.534,0.149,0.149
"8383",8383,"iowa-state",25,63,13,8,13,9,27,13,29,67,12,10,17,13,31,9,0,0.5,0.522,0.145,0.096,0.225,0.466,0.127,0.127
"8384",8384,"miami-oh",28,61,10,17,23,4,24,15,31,68,9,19,21,12,28,17,0,0.541,0.522,0.151,0.16,0.125,0.462,0.279,0.279
"8385",8385,"kent-state",31,68,9,19,21,12,28,17,28,61,10,17,23,4,24,15,1,0.522,0.541,0.16,0.151,0.333,0.538,0.279,0.279
"8386",8386,"american",31,58,11,13,15,7,19,11,30,59,12,21,25,11,18,8,0,0.629,0.61,0.13,0.087,0.28,0.514,0.224,0.224
"8387",8387,"lafayette",30,59,12,21,25,11,18,8,31,58,11,13,15,7,19,11,1,0.61,0.629,0.087,0.13,0.367,0.486,0.356,0.356
"8388",8388,"army",28,66,13,10,14,9,23,12,31,56,5,15,23,7,28,13,0,0.523,0.598,0.13,0.141,0.243,0.451,0.152,0.152
"8389",8389,"loyola-md",31,56,5,15,23,7,28,13,28,66,13,10,14,9,23,12,1,0.598,0.523,0.141,0.13,0.233,0.549,0.268,0.268
"8390",8390,"vermont",24,51,8,18,22,6,29,14,25,65,5,7,12,12,21,13,1,0.549,0.423,0.16,0.144,0.222,0.58,0.353,0.353
"8391",8391,"maine",25,65,5,7,12,12,21,13,24,51,8,18,22,6,29,14,0,0.423,0.549,0.144,0.16,0.293,0.42,0.108,0.108
"8392",8392,"tennessee",27,48,4,18,23,6,27,11,20,51,4,10,16,5,14,12,1,0.604,0.431,0.133,0.151,0.3,0.659,0.375,0.375
"8393",8393,"mississippi-state",20,51,4,10,16,5,14,12,27,48,4,18,23,6,27,11,0,0.431,0.604,0.151,0.133,0.156,0.341,0.196,0.196
"8394",8394,"massachusetts-lowell",32,60,9,19,24,7,25,9,30,67,5,12,18,12,19,7,1,0.608,0.485,0.096,0.076,0.269,0.568,0.317,0.317
"8395",8395,"new-hampshire",30,67,5,12,18,12,19,7,32,60,9,19,24,7,25,9,0,0.485,0.608,0.076,0.096,0.324,0.432,0.179,0.179
"8396",8396,"bowling-green-state",24,61,3,8,10,8,31,18,29,66,10,7,8,6,30,11,0,0.418,0.515,0.201,0.129,0.211,0.508,0.131,0.131
"8397",8397,"ohio",29,66,10,7,8,6,30,11,24,61,3,8,10,8,31,18,1,0.515,0.418,0.129,0.201,0.162,0.492,0.106,0.106
"8398",8398,"saint-josephs",27,52,8,16,21,4,31,14,18,64,3,9,18,13,19,13,1,0.596,0.305,0.16,0.136,0.174,0.62,0.308,0.308
"8399",8399,"rhode-island",18,64,3,9,18,13,19,13,27,52,8,16,21,4,31,14,0,0.305,0.596,0.136,0.16,0.295,0.38,0.141,0.141
"8400",8400,"missouri",26,45,12,10,14,2,24,13,24,56,13,5,10,8,18,12,1,0.711,0.545,0.179,0.153,0.1,0.571,0.222,0.222
"8401",8401,"vanderbilt",24,56,13,5,10,8,18,12,26,45,12,10,14,2,24,13,0,0.545,0.711,0.153,0.179,0.25,0.429,0.089,0.089
"8402",8402,"eastern-michigan",26,52,10,12,15,5,24,6,22,59,3,11,13,11,19,9,1,0.596,0.398,0.082,0.111,0.208,0.558,0.231,0.231
"8403",8403,"western-michigan",22,59,3,11,13,11,19,9,26,52,10,12,15,5,24,6,0,0.398,0.596,0.111,0.082,0.314,0.442,0.186,0.186
"8404",8404,"toledo",34,59,14,15,23,10,25,7,26,61,3,12,16,10,19,11,1,0.695,0.451,0.078,0.124,0.345,0.568,0.254,0.254
"8405",8405,"northern-illinois",26,61,3,12,16,10,19,11,34,59,14,15,23,10,25,7,0,0.451,0.695,0.124,0.078,0.286,0.432,0.197,0.197
"8406",8406,"auburn",22,64,7,31,34,9,24,11,31,59,10,19,30,6,32,10,0,0.398,0.61,0.101,0.101,0.22,0.429,0.484,0.484
"8407",8407,"arkansas",31,59,10,19,30,6,32,10,22,64,7,31,34,9,24,11,1,0.61,0.398,0.101,0.101,0.2,0.571,0.322,0.322
"8408",8408,"oklahoma",23,61,6,12,21,10,16,17,36,70,4,11,13,11,30,15,0,0.426,0.543,0.171,0.152,0.25,0.348,0.197,0.197
"8409",8409,"baylor",36,70,4,11,13,11,30,15,23,61,6,12,21,10,16,17,1,0.543,0.426,0.152,0.171,0.407,0.652,0.157,0.157
"8410",8410,"depaul",22,62,5,8,12,12,24,14,31,60,12,8,12,5,29,10,0,0.395,0.617,0.158,0.121,0.293,0.453,0.129,0.129
"8411",8411,"creighton",31,60,12,8,12,5,29,10,22,62,5,8,12,12,24,14,1,0.617,0.395,0.121,0.158,0.172,0.547,0.133,0.133
"8412",8412,"miami-fl",34,62,11,12,13,5,17,10,31,57,13,13,20,8,20,13,1,0.637,0.658,0.117,0.144,0.2,0.459,0.194,0.194
"8413",8413,"north-carolina",31,57,13,13,20,8,20,13,34,62,11,12,13,5,17,10,0,0.658,0.637,0.144,0.117,0.32,0.541,0.228,0.228
"8414",8414,"davidson",34,75,16,29,32,9,32,15,34,73,14,35,47,9,29,11,0,0.56,0.562,0.123,0.084,0.237,0.525,0.387,0.387
"8415",8415,"st-bonaventure",34,73,14,35,47,9,29,11,34,75,16,29,32,9,32,15,1,0.562,0.56,0.084,0.123,0.22,0.475,0.479,0.479
"8416",8416,"kansas-state",25,53,4,5,8,5,24,19,23,52,5,15,26,11,23,16,0,0.509,0.49,0.236,0.169,0.179,0.511,0.094,0.094
"8417",8417,"texas-christian",23,52,5,15,26,11,23,16,25,53,4,5,8,5,24,19,1,0.49,0.509,0.169,0.236,0.314,0.489,0.288,0.288
"8418",8418,"boise-state",19,48,8,18,25,7,25,16,24,53,1,23,29,5,23,8,0,0.479,0.462,0.179,0.088,0.233,0.521,0.375,0.375
"8419",8419,"san-diego-state",24,53,1,23,29,5,23,8,19,48,8,18,25,7,25,16,1,0.462,0.479,0.088,0.179,0.167,0.479,0.434,0.434
"8420",8420,"illinois",32,66,14,9,12,6,11,8,27,48,8,34,41,10,19,17,0,0.591,0.646,0.093,0.16,0.24,0.367,0.136,0.136
"8421",8421,"iowa",27,48,8,34,41,10,19,17,32,66,14,9,12,6,11,8,1,0.646,0.591,0.16,0.093,0.476,0.633,0.708,0.708
"8422",8422,"louisiana-state",26,64,7,15,22,13,25,13,24,54,12,23,28,9,20,13,0,0.461,0.556,0.131,0.136,0.394,0.556,0.234,0.234
"8423",8423,"south-carolina",24,54,12,23,28,9,20,13,26,64,7,15,22,13,25,13,1,0.556,0.461,0.136,0.131,0.265,0.444,0.426,0.426
"8424",8424,"providence",29,55,3,13,16,8,14,17,28,56,5,23,26,12,18,13,0,0.555,0.545,0.192,0.136,0.308,0.438,0.236,0.236
"8425",8425,"xavier",28,56,5,23,26,12,18,13,29,55,3,13,16,8,14,17,1,0.545,0.555,0.136,0.192,0.462,0.562,0.411,0.411
"8426",8426,"temple",27,75,6,6,12,19,33,12,25,68,11,11,16,9,29,9,0,0.4,0.449,0.121,0.096,0.396,0.532,0.08,0.08
"8427",8427,"connecticut",25,68,11,11,16,9,29,9,27,75,6,6,12,19,33,12,1,0.449,0.4,0.096,0.121,0.214,0.468,0.162,0.162
"8428",8428,"saint-louis",22,46,11,14,22,8,13,20,26,46,7,17,24,9,14,15,0,0.598,0.641,0.226,0.176,0.364,0.481,0.304,0.304
"8429",8429,"duquesne",26,46,7,17,24,9,14,15,22,46,11,14,22,8,13,20,1,0.641,0.598,0.176,0.226,0.409,0.519,0.37,0.37
"8430",8430,"fordham",22,65,5,7,9,9,21,10,29,58,4,10,11,8,33,14,0,0.377,0.534,0.118,0.168,0.214,0.389,0.108,0.108
"8431",8431,"george-washington",29,58,4,10,11,8,33,14,22,65,5,7,9,9,21,10,1,0.534,0.377,0.168,0.118,0.276,0.611,0.172,0.172
"8432",8432,"mississippi",30,74,9,9,15,10,19,12,31,62,8,26,35,10,31,12,0,0.466,0.565,0.118,0.11,0.244,0.38,0.122,0.122
"8433",8433,"kentucky",31,62,8,26,35,10,31,12,30,74,9,9,15,10,19,12,1,0.565,0.466,0.11,0.118,0.345,0.62,0.419,0.419
"8434",8434,"dayton",19,48,5,10,16,8,13,17,28,51,8,7,7,5,18,19,0,0.448,0.627,0.209,0.245,0.308,0.419,0.208,0.208
"8435",8435,"la-salle",28,51,8,7,7,5,18,19,19,48,5,10,16,8,13,17,1,0.627,0.448,0.245,0.209,0.278,0.581,0.137,0.137
"8436",8436,"st-francis-ny",16,58,4,14,19,10,20,10,25,57,8,15,21,13,33,11,0,0.31,0.509,0.114,0.123,0.233,0.377,0.241,0.241
"8437",8437,"long-island-university",25,57,8,15,21,13,33,11,16,58,4,14,19,10,20,10,1,0.509,0.31,0.123,0.114,0.394,0.623,0.263,0.263
"8438",8438,"robert-morris",22,46,10,6,11,6,27,13,20,52,8,8,11,4,17,6,1,0.587,0.462,0.185,0.086,0.261,0.614,0.13,0.13
"8439",8439,"mount-st-marys",20,52,8,8,11,4,17,6,22,46,10,6,11,6,27,13,0,0.462,0.587,0.086,0.185,0.129,0.386,0.154,0.154
"8440",8440,"nicholls-state",25,48,3,20,30,7,20,19,28,61,5,9,15,10,17,17,1,0.552,0.5,0.195,0.182,0.292,0.541,0.417,0.417
"8441",8441,"northwestern-state",28,61,5,9,15,10,17,17,25,48,3,20,30,7,20,19,0,0.5,0.552,0.182,0.195,0.333,0.459,0.148,0.148
"8442",8442,"pittsburgh",22,66,7,5,6,9,23,6,28,67,7,10,15,19,31,8,0,0.386,0.47,0.076,0.088,0.225,0.426,0.076,0.076
"8443",8443,"notre-dame",28,67,7,10,15,19,31,8,22,66,7,5,6,9,23,6,1,0.47,0.386,0.088,0.076,0.452,0.574,0.149,0.149
"8444",8444,"massachusetts",23,55,9,10,13,9,19,15,36,63,8,10,11,6,26,6,0,0.5,0.635,0.18,0.075,0.257,0.422,0.182,0.182
"8445",8445,"richmond",36,63,8,10,11,6,26,6,23,55,9,10,13,9,19,15,1,0.635,0.5,0.075,0.18,0.24,0.578,0.159,0.159
"8446",8446,"fairleigh-dickinson",31,64,9,13,19,17,18,8,27,56,7,14,18,9,19,10,1,0.555,0.545,0.087,0.118,0.472,0.486,0.203,0.203
"8447",8447,"saint-francis-pa",27,56,7,14,18,9,19,10,31,64,9,13,19,17,18,8,0,0.545,0.555,0.118,0.087,0.333,0.514,0.25,0.25
"8448",8448,"southern-illinois-edwardsville",20,66,3,8,9,8,35,10,20,58,2,18,27,7,31,4,0,0.326,0.362,0.117,0.045,0.205,0.53,0.121,0.121
"8449",8449,"tennessee-tech",20,58,2,18,27,7,31,4,20,66,3,8,9,8,35,10,1,0.362,0.326,0.045,0.117,0.167,0.47,0.31,0.31
"8450",8450,"george-mason",29,64,11,12,16,7,29,10,28,65,13,11,18,8,27,10,1,0.539,0.531,0.111,0.107,0.206,0.518,0.188,0.188
"8451",8451,"virginia-commonwealth",28,65,13,11,18,8,27,10,29,64,11,12,16,7,29,10,0,0.531,0.539,0.107,0.111,0.216,0.482,0.169,0.169
"8452",8452,"central-connecticut-state",15,43,8,23,29,5,18,14,24,49,10,15,21,6,27,10,0,0.442,0.592,0.162,0.124,0.156,0.4,0.535,0.535
"8453",8453,"wagner",24,49,10,15,21,6,27,10,15,43,8,23,29,5,18,14,1,0.592,0.442,0.124,0.162,0.25,0.6,0.306,0.306
"8454",8454,"sam-houston-state",29,61,6,6,9,11,18,16,32,57,10,14,16,6,17,14,0,0.525,0.649,0.185,0.16,0.393,0.514,0.098,0.098
"8455",8455,"central-arkansas",32,57,10,14,16,6,17,14,29,61,6,6,9,11,18,16,1,0.649,0.525,0.16,0.185,0.25,0.486,0.246,0.246
"8456",8456,"texas-am",24,64,6,7,16,10,31,11,21,64,8,10,16,10,30,9,1,0.422,0.391,0.12,0.101,0.25,0.508,0.109,0.109
"8457",8457,"georgia",21,64,8,10,16,10,30,9,24,64,6,7,16,10,31,11,0,0.391,0.422,0.101,0.12,0.244,0.492,0.156,0.156
"8458",8458,"houston-baptist",24,64,7,16,22,8,23,13,30,63,4,19,23,10,32,15,0,0.43,0.508,0.131,0.148,0.2,0.418,0.25,0.25
"8459",8459,"incarnate-word",30,63,4,19,23,10,32,15,24,64,7,16,22,8,23,13,1,0.508,0.43,0.148,0.131,0.303,0.582,0.302,0.302
"8460",8460,"rutgers",22,56,3,18,25,14,33,12,18,52,3,15,22,3,22,9,1,0.42,0.375,0.128,0.108,0.389,0.6,0.321,0.321
"8461",8461,"minnesota",18,52,3,15,22,3,22,9,22,56,3,18,25,14,33,12,0,0.375,0.42,0.108,0.128,0.083,0.4,0.288,0.288
"8462",8462,"southeastern-louisiana",28,49,7,5,7,4,20,12,22,56,4,16,20,10,16,10,1,0.643,0.429,0.175,0.116,0.2,0.556,0.102,0.102
"8463",8463,"new-orleans",22,56,4,16,20,10,16,10,28,49,7,5,7,4,20,12,0,0.429,0.643,0.116,0.175,0.333,0.444,0.286,0.286
"8464",8464,"villanova",24,66,8,13,16,9,32,9,25,65,5,13,18,8,31,12,1,0.424,0.423,0.098,0.126,0.225,0.508,0.197,0.197
"8465",8465,"seton-hall",25,65,5,13,18,8,31,12,24,66,8,13,16,9,32,9,0,0.423,0.424,0.126,0.098,0.2,0.492,0.2,0.2
"8466",8466,"abilene-christian",22,50,7,5,11,6,21,23,27,54,8,14,20,6,22,12,0,0.51,0.574,0.272,0.139,0.214,0.488,0.1,0.1
"8467",8467,"stephen-f-austin",27,54,8,14,20,6,22,12,22,50,7,5,11,6,21,23,1,0.574,0.51,0.139,0.272,0.222,0.512,0.259,0.259
"8468",8468,"mcneese-state",30,68,7,3,4,3,21,10,31,63,8,12,14,8,33,13,0,0.493,0.556,0.121,0.144,0.083,0.389,0.044,0.044
"8469",8469,"texas-am-corpus-christi",31,63,8,12,14,8,33,13,30,68,7,3,4,3,21,10,1,0.556,0.493,0.144,0.121,0.276,0.611,0.19,0.19
"8470",8470,"syracuse",19,50,10,22,25,11,18,13,26,54,14,19,24,8,19,9,0,0.48,0.611,0.147,0.103,0.367,0.486,0.44,0.44
"8471",8471,"boston-college",26,54,14,19,24,8,19,9,19,50,10,22,25,11,18,13,1,0.611,0.48,0.103,0.147,0.308,0.514,0.352,0.352
"8472",8472,"florida-state",21,50,9,12,19,6,21,12,23,57,10,20,26,10,27,8,0,0.51,0.491,0.147,0.087,0.182,0.438,0.24,0.24
"8473",8473,"clemson",23,57,10,20,26,10,27,8,21,50,9,12,19,6,21,12,1,0.491,0.51,0.087,0.147,0.323,0.562,0.351,0.351
"8474",8474,"new-mexico",37,61,10,24,29,9,27,18,31,62,5,20,29,11,16,19,1,0.689,0.54,0.166,0.172,0.36,0.628,0.393,0.393
"8475",8475,"colorado-state",31,62,5,20,29,11,16,19,37,61,10,24,29,9,27,18,0,0.54,0.689,0.172,0.166,0.289,0.372,0.323,0.323
"8476",8476,"houston",27,61,9,6,8,8,19,11,17,45,3,19,26,5,21,13,1,0.516,0.411,0.137,0.154,0.276,0.475,0.098,0.098
"8477",8477,"southern-methodist",17,45,3,19,26,5,21,13,27,61,9,6,8,8,19,11,0,0.411,0.516,0.154,0.137,0.208,0.525,0.422,0.422
"8478",8478,"butler",26,74,10,6,12,9,26,17,26,55,4,19,23,4,33,24,0,0.419,0.509,0.164,0.234,0.214,0.441,0.081,0.081
"8479",8479,"st-johns-ny",26,55,4,19,23,4,33,24,26,74,10,6,12,9,26,17,1,0.509,0.419,0.234,0.164,0.133,0.559,0.345,0.345
