"","Rank","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"8134",8134,"texas-am",30,51,8,21,32,7,25,9,29,64,14,9,13,9,20,11,1,0.667,0.562,0.097,0.124,0.259,0.556,0.412,0.412
"8135",8135,"vanderbilt",29,64,14,9,13,9,20,11,30,51,8,21,32,7,25,9,0,0.562,0.667,0.124,0.097,0.265,0.444,0.141,0.141
"8136",8136,"central-arkansas",24,55,10,16,21,9,25,18,32,68,3,5,10,12,19,10,1,0.527,0.493,0.191,0.113,0.321,0.568,0.291,0.291
"8137",8137,"abilene-christian",32,68,3,5,10,12,19,10,24,55,10,16,21,9,25,18,0,0.493,0.527,0.113,0.191,0.324,0.432,0.074,0.074
"8138",8138,"tennessee-martin",25,57,7,15,16,4,27,12,22,58,12,10,19,9,25,15,1,0.5,0.483,0.14,0.162,0.138,0.519,0.263,0.263
"8139",8139,"southeast-missouri-state",22,58,12,10,19,9,25,15,25,57,7,15,16,4,27,12,0,0.483,0.5,0.162,0.14,0.25,0.481,0.172,0.172
"8140",8140,"georgia-state",30,68,15,6,18,3,24,9,26,56,14,23,34,8,36,14,0,0.551,0.589,0.094,0.134,0.077,0.4,0.088,0.088
"8141",8141,"texas-arlington",26,56,14,23,34,8,36,14,30,68,15,6,18,3,24,9,1,0.589,0.551,0.134,0.094,0.25,0.6,0.411,0.411
"8142",8142,"georgia-southern",28,51,10,15,22,2,22,4,28,54,12,9,14,8,25,12,1,0.647,0.63,0.052,0.149,0.074,0.468,0.294,0.294
"8143",8143,"texas-state",28,54,12,9,14,8,25,12,28,51,10,15,22,2,22,4,0,0.63,0.647,0.149,0.052,0.267,0.532,0.167,0.167
"8144",8144,"louisiana-monroe",25,65,8,9,12,6,23,5,26,58,10,11,15,9,34,15,0,0.446,0.534,0.061,0.17,0.15,0.404,0.138,0.138
"8145",8145,"troy",26,58,10,11,15,9,34,15,25,65,8,9,12,6,23,5,1,0.534,0.446,0.17,0.061,0.281,0.596,0.19,0.19
"8146",8146,"arkansas",27,57,7,15,21,11,18,14,22,49,11,18,27,8,18,15,1,0.535,0.561,0.151,0.164,0.379,0.5,0.263,0.263
"8147",8147,"alabama",22,49,11,18,27,8,18,15,27,57,7,15,21,11,18,14,0,0.561,0.535,0.164,0.151,0.308,0.5,0.367,0.367
"8148",8148,"southern",27,54,8,23,34,10,22,11,27,62,6,29,35,11,20,8,0,0.574,0.484,0.111,0.076,0.333,0.524,0.426,0.426
"8149",8149,"alcorn-state",27,62,6,29,35,11,20,8,27,54,8,23,34,10,22,11,1,0.484,0.574,0.076,0.111,0.333,0.476,0.468,0.468
"8150",8150,"appalachian-state",23,47,10,13,18,6,18,14,25,52,7,10,15,5,21,15,1,0.596,0.548,0.176,0.182,0.222,0.462,0.277,0.277
"8151",8151,"arkansas-little-rock",25,52,7,10,15,5,21,15,23,47,10,13,18,6,18,14,0,0.548,0.596,0.182,0.176,0.217,0.538,0.192,0.192
"8152",8152,"tennessee-state",22,61,6,9,11,9,20,9,30,53,20,4,11,6,28,13,0,0.41,0.755,0.111,0.168,0.243,0.417,0.148,0.148
"8153",8153,"belmont",30,53,20,4,11,6,28,13,22,61,6,9,11,9,20,9,1,0.755,0.41,0.168,0.111,0.231,0.583,0.075,0.075
"8154",8154,"brown",23,68,4,18,23,13,28,10,24,58,9,16,19,5,22,9,0,0.368,0.491,0.099,0.104,0.371,0.56,0.265,0.265
"8155",8155,"cornell",24,58,9,16,19,5,22,9,23,68,4,18,23,13,28,10,1,0.491,0.368,0.104,0.099,0.152,0.44,0.276,0.276
"8156",8156,"syracuse",17,54,6,4,6,9,24,17,22,53,2,14,16,7,29,11,0,0.37,0.434,0.22,0.137,0.237,0.453,0.074,0.074
"8157",8157,"duke",22,53,2,14,16,7,29,11,17,54,6,4,6,9,24,17,1,0.434,0.37,0.137,0.22,0.226,0.547,0.264,0.264
"8158",8158,"north-carolina-at",29,54,3,16,25,7,20,10,30,57,7,16,19,6,18,8,0,0.565,0.588,0.112,0.095,0.28,0.526,0.296,0.296
"8159",8159,"florida-am",30,57,7,16,19,6,18,8,29,54,3,16,25,7,20,10,1,0.588,0.565,0.095,0.112,0.231,0.474,0.281,0.281
"8160",8160,"massachusetts",29,70,7,11,16,9,26,4,31,68,11,5,10,9,32,11,0,0.464,0.537,0.044,0.123,0.22,0.448,0.157,0.157
"8161",8161,"george-mason",31,68,11,5,10,9,32,11,29,70,7,11,16,9,26,4,1,0.537,0.464,0.123,0.044,0.257,0.552,0.074,0.074
"8162",8162,"arkansas-pine-bluff",25,56,4,21,34,8,26,14,18,61,5,25,33,10,28,18,1,0.482,0.336,0.134,0.16,0.222,0.481,0.375,0.375
"8163",8163,"grambling",18,61,5,25,33,10,28,18,25,56,4,21,34,8,26,14,0,0.336,0.482,0.16,0.134,0.278,0.519,0.41,0.41
"8164",8164,"morgan-state",12,38,2,12,19,3,15,9,18,37,2,19,28,6,24,10,0,0.342,0.514,0.135,0.133,0.111,0.385,0.316,0.316
"8165",8165,"hampton",18,37,2,19,28,6,24,10,12,38,2,12,19,3,15,9,1,0.514,0.342,0.133,0.135,0.286,0.615,0.514,0.514
"8166",8166,"bowling-green-state",23,68,4,13,17,17,20,11,22,53,5,15,25,13,24,14,0,0.368,0.462,0.114,0.151,0.415,0.455,0.191,0.191
"8167",8167,"kent-state",22,53,5,15,25,13,24,14,23,68,4,13,17,17,20,11,1,0.462,0.368,0.151,0.114,0.394,0.545,0.283,0.283
"8168",8168,"kansas-state",29,64,4,15,22,10,24,9,29,55,11,17,25,6,26,13,0,0.484,0.627,0.094,0.139,0.278,0.48,0.234,0.234
"8169",8169,"oklahoma",29,55,11,17,25,6,26,13,29,64,4,15,22,10,24,9,1,0.627,0.484,0.139,0.094,0.2,0.52,0.309,0.309
"8170",8170,"alabama-state",27,62,5,15,25,10,30,13,27,64,6,20,25,5,21,6,0,0.476,0.469,0.129,0.063,0.323,0.588,0.242,0.242
"8171",8171,"prairie-view",27,64,6,20,25,5,21,6,27,62,5,15,25,10,30,13,1,0.469,0.476,0.063,0.129,0.143,0.412,0.312,0.312
"8172",8172,"dartmouth",15,56,7,10,17,6,18,5,24,51,11,5,6,3,35,15,0,0.33,0.578,0.064,0.207,0.146,0.34,0.179,0.179
"8173",8173,"princeton",24,51,11,5,6,3,35,15,15,56,7,10,17,6,18,5,1,0.578,0.33,0.207,0.064,0.143,0.66,0.098,0.098
"8174",8174,"saint-josephs",25,54,7,15,18,7,23,8,26,56,7,11,15,7,24,6,1,0.528,0.527,0.099,0.077,0.226,0.489,0.278,0.278
"8175",8175,"richmond",26,56,7,11,15,7,24,6,25,54,7,15,18,7,23,8,0,0.527,0.528,0.077,0.099,0.233,0.511,0.196,0.196
"8176",8176,"santa-clara",12,51,3,13,18,7,22,12,25,51,3,14,16,3,31,10,0,0.265,0.52,0.147,0.129,0.184,0.415,0.255,0.255
"8177",8177,"saint-marys-ca",25,51,3,14,16,3,31,10,12,51,3,13,18,7,22,12,1,0.52,0.265,0.129,0.147,0.12,0.585,0.275,0.275
"8178",8178,"iowa-state",24,56,9,13,22,3,20,8,30,66,5,20,23,13,29,8,0,0.509,0.492,0.093,0.082,0.094,0.408,0.232,0.232
"8179",8179,"west-virginia",30,66,5,20,23,13,29,8,24,56,9,13,22,3,20,8,1,0.492,0.509,0.082,0.093,0.394,0.592,0.303,0.303
"8180",8180,"maine",31,59,6,11,17,6,19,19,27,65,6,29,37,18,24,13,0,0.576,0.462,0.199,0.113,0.2,0.442,0.186,0.186
"8181",8181,"albany-ny",27,65,6,29,37,18,24,13,31,59,6,11,17,6,19,19,1,0.462,0.576,0.113,0.199,0.486,0.558,0.446,0.446
"8182",8182,"northeastern",27,57,11,16,18,6,24,10,22,56,6,9,11,9,24,18,1,0.57,0.446,0.117,0.211,0.2,0.5,0.281,0.281
"8183",8183,"elon",22,56,6,9,11,9,24,18,27,57,11,16,18,6,24,10,0,0.446,0.57,0.211,0.117,0.273,0.5,0.161,0.161
"8184",8184,"north-texas",21,67,4,8,16,15,28,15,25,58,6,18,22,8,32,13,0,0.343,0.483,0.152,0.139,0.319,0.467,0.119,0.119
"8185",8185,"florida-atlantic",25,58,6,18,22,8,32,13,21,67,4,8,16,15,28,15,1,0.483,0.343,0.139,0.152,0.222,0.533,0.31,0.31
"8186",8186,"rice",19,59,8,18,22,11,23,14,26,56,4,11,15,7,28,13,0,0.39,0.5,0.147,0.154,0.282,0.451,0.305,0.305
"8187",8187,"florida-international",26,56,4,11,15,7,28,13,19,59,8,18,22,11,23,14,1,0.5,0.39,0.154,0.147,0.233,0.549,0.196,0.196
"8188",8188,"south-dakota-state",34,69,16,13,18,7,28,4,30,66,13,17,20,7,29,5,1,0.609,0.553,0.044,0.055,0.194,0.491,0.188,0.188
"8189",8189,"ipfw",30,66,13,17,20,7,29,5,34,69,16,13,18,7,28,4,0,0.553,0.609,0.055,0.044,0.2,0.509,0.258,0.258
"8190",8190,"lafayette",25,62,6,8,10,2,25,7,31,67,9,8,9,7,35,9,0,0.452,0.53,0.088,0.105,0.054,0.417,0.129,0.129
"8191",8191,"lehigh",31,67,9,8,9,7,35,9,25,62,6,8,10,2,25,7,1,0.53,0.452,0.105,0.088,0.219,0.583,0.119,0.119
"8192",8192,"charlotte",28,67,5,14,17,11,28,13,39,72,16,9,13,6,29,7,0,0.455,0.653,0.133,0.076,0.275,0.491,0.209,0.209
"8193",8193,"marshall",39,72,16,9,13,6,29,7,28,67,5,14,17,11,28,13,1,0.653,0.455,0.076,0.133,0.176,0.509,0.125,0.125
"8194",8194,"alabama-birmingham",18,50,1,17,27,9,25,15,29,63,11,10,14,8,21,7,0,0.37,0.548,0.162,0.083,0.3,0.543,0.34,0.34
"8195",8195,"middle-tennessee",29,63,11,10,14,8,21,7,18,50,1,17,27,9,25,15,1,0.548,0.37,0.083,0.162,0.242,0.457,0.159,0.159
"8196",8196,"new-orleans",21,46,6,16,21,4,28,24,27,60,7,17,23,9,21,14,0,0.522,0.508,0.262,0.144,0.16,0.571,0.348,0.348
"8197",8197,"nicholls-state",27,60,7,17,23,9,21,14,21,46,6,16,21,4,28,24,1,0.508,0.522,0.144,0.262,0.243,0.429,0.283,0.283
"8198",8198,"southeastern-louisiana",32,51,10,12,21,2,23,9,25,55,4,8,16,10,17,20,1,0.725,0.491,0.111,0.219,0.105,0.575,0.235,0.235
"8199",8199,"northwestern-state",25,55,4,8,16,10,17,20,32,51,10,12,21,2,23,9,0,0.491,0.725,0.219,0.111,0.303,0.425,0.145,0.145
"8200",8200,"harvard",25,53,10,11,14,9,24,14,26,51,7,15,22,7,19,7,0,0.566,0.578,0.172,0.087,0.321,0.558,0.208,0.208
"8201",8201,"pennsylvania",26,51,7,15,22,7,19,7,25,53,10,11,14,9,24,14,1,0.578,0.566,0.087,0.172,0.226,0.442,0.294,0.294
"8202",8202,"robert-morris",21,57,10,8,11,10,21,16,29,58,7,15,18,4,26,8,0,0.456,0.56,0.189,0.095,0.278,0.447,0.14,0.14
"8203",8203,"saint-francis-pa",29,58,7,15,18,4,26,8,21,57,10,8,11,10,21,16,1,0.56,0.456,0.095,0.189,0.16,0.553,0.259,0.259
"8204",8204,"washington-state",34,60,11,5,7,8,13,13,31,61,6,18,20,15,18,12,0,0.658,0.557,0.162,0.128,0.308,0.419,0.083,0.083
"8205",8205,"stanford",31,61,6,18,20,15,18,12,34,60,11,5,7,8,13,13,1,0.557,0.658,0.128,0.162,0.536,0.581,0.295,0.295
"8206",8206,"lamar",24,58,10,13,19,7,25,14,22,56,6,16,22,10,26,13,1,0.5,0.446,0.153,0.142,0.212,0.49,0.224,0.224
"8207",8207,"stephen-f-austin",22,56,6,16,22,10,26,13,24,58,10,13,19,7,25,14,0,0.446,0.5,0.142,0.153,0.286,0.51,0.286,0.286
"8208",8208,"vermont",20,40,5,24,30,6,30,17,20,54,4,16,19,5,16,6,1,0.562,0.407,0.194,0.076,0.273,0.652,0.6,0.6
"8209",8209,"stony-brook",20,54,4,16,19,5,16,6,20,40,5,24,30,6,30,17,0,0.407,0.562,0.076,0.194,0.143,0.348,0.296,0.296
"8210",8210,"old-dominion",28,64,7,3,6,7,21,11,35,59,5,13,18,5,28,8,0,0.492,0.636,0.135,0.094,0.2,0.429,0.047,0.047
"8211",8211,"western-kentucky",35,59,5,13,18,5,28,8,28,64,7,3,6,7,21,11,1,0.636,0.492,0.094,0.135,0.192,0.571,0.22,0.22
"8212",8212,"cleveland-state",34,60,11,20,30,10,30,18,35,84,12,12,27,18,23,10,1,0.658,0.488,0.166,0.082,0.303,0.566,0.333,0.333
"8213",8213,"youngstown-state",35,84,12,12,27,18,23,10,34,60,11,20,30,10,30,18,0,0.488,0.658,0.082,0.166,0.375,0.434,0.143,0.143
"8214",8214,"coastal-carolina",29,53,10,20,30,9,33,17,26,73,10,19,23,13,20,8,1,0.642,0.425,0.169,0.077,0.31,0.623,0.377,0.377
"8215",8215,"arkansas-state",26,73,10,19,23,13,20,8,29,53,10,20,30,9,33,17,0,0.425,0.642,0.077,0.169,0.283,0.377,0.26,0.26
"8216",8216,"murray-state",23,44,4,23,32,5,30,16,23,58,7,11,21,6,18,11,1,0.568,0.457,0.173,0.122,0.217,0.625,0.523,0.523
"8217",8217,"austin-peay",23,58,7,11,21,6,18,11,23,44,4,23,32,5,30,16,0,0.457,0.568,0.122,0.173,0.167,0.375,0.19,0.19
"8218",8218,"gonzaga",31,56,8,9,11,2,30,9,22,57,6,15,22,5,20,8,1,0.625,0.439,0.118,0.091,0.091,0.6,0.161,0.161
"8219",8219,"brigham-young",22,57,6,15,22,5,20,8,31,56,8,9,11,2,30,9,0,0.439,0.625,0.091,0.118,0.143,0.4,0.263,0.263
"8220",8220,"california-santa-barbara",31,53,11,9,13,5,27,8,29,62,9,6,12,8,15,6,1,0.689,0.54,0.107,0.075,0.25,0.643,0.17,0.17
"8221",8221,"cal-state-northridge",29,62,9,6,12,8,15,6,31,53,11,9,13,5,27,8,0,0.54,0.689,0.075,0.107,0.229,0.357,0.097,0.097
"8222",8222,"california-riverside",23,54,7,10,13,8,21,14,22,46,9,11,16,0,23,13,0,0.491,0.576,0.172,0.172,0.258,0.477,0.185,0.185
"8223",8223,"california-davis",22,46,9,11,16,0,23,13,23,54,7,10,13,8,21,14,1,0.576,0.491,0.172,0.172,0,0.523,0.239,0.239
"8224",8224,"yale",30,61,6,17,17,4,25,8,24,64,4,21,24,16,25,15,1,0.541,0.406,0.093,0.145,0.138,0.5,0.279,0.279
"8225",8225,"columbia",24,64,4,21,24,16,25,15,30,61,6,17,17,4,25,8,0,0.406,0.541,0.145,0.093,0.39,0.5,0.328,0.328
"8226",8226,"auburn",25,56,8,8,10,9,27,16,26,59,13,7,16,8,19,6,0,0.518,0.551,0.194,0.074,0.321,0.587,0.143,0.143
"8227",8227,"florida",26,59,13,7,16,8,19,6,25,56,8,8,10,9,27,16,1,0.551,0.518,0.074,0.194,0.229,0.413,0.119,0.119
"8228",8228,"mississippi-valley-state",23,61,4,9,13,5,31,13,20,58,7,13,16,8,30,14,0,0.41,0.405,0.149,0.158,0.143,0.508,0.148,0.148
"8229",8229,"jackson-state",20,58,7,13,16,8,30,14,23,61,4,9,13,5,31,13,1,0.405,0.41,0.158,0.149,0.205,0.492,0.224,0.224
"8230",8230,"missouri",21,58,10,14,22,14,16,12,28,51,10,21,28,9,26,9,0,0.448,0.647,0.13,0.102,0.35,0.381,0.241,0.241
"8231",8231,"kentucky",28,51,10,21,28,9,26,9,21,58,10,14,22,14,16,12,1,0.647,0.448,0.102,0.13,0.36,0.619,0.412,0.412
"8232",8232,"portland-state",23,60,7,19,29,14,23,14,22,55,3,19,24,7,24,11,1,0.442,0.427,0.135,0.122,0.368,0.489,0.317,0.317
"8233",8233,"northern-arizona",22,55,3,19,24,7,24,11,23,60,7,19,29,14,23,14,0,0.427,0.442,0.122,0.135,0.233,0.511,0.345,0.345
"8234",8234,"arizona-state",24,55,9,18,21,12,14,16,28,53,5,18,25,11,19,16,0,0.518,0.575,0.173,0.169,0.387,0.424,0.327,0.327
"8235",8235,"oregon-state",28,53,5,18,25,11,19,16,24,55,9,18,21,12,14,16,1,0.575,0.518,0.169,0.173,0.44,0.576,0.34,0.34
"8236",8236,"portland",21,50,8,14,17,2,20,16,27,63,8,13,19,12,27,14,0,0.5,0.492,0.192,0.145,0.069,0.426,0.28,0.28
"8237",8237,"pepperdine",27,63,8,13,19,12,27,14,21,50,8,14,17,2,20,16,1,0.492,0.5,0.145,0.192,0.375,0.574,0.206,0.206
"8238",8238,"george-washington",19,55,4,11,19,10,22,10,19,50,5,19,31,13,23,9,0,0.382,0.43,0.118,0.1,0.303,0.489,0.2,0.2
"8239",8239,"saint-louis",19,50,5,19,31,13,23,9,19,55,4,11,19,10,22,10,1,0.43,0.382,0.1,0.118,0.371,0.511,0.38,0.38
"8240",8240,"louisiana-lafayette",26,65,6,30,35,18,23,11,25,58,12,9,13,8,20,18,1,0.446,0.534,0.099,0.201,0.474,0.535,0.462,0.462
"8241",8241,"south-alabama",25,58,12,9,13,8,20,18,26,65,6,30,35,18,23,11,0,0.534,0.446,0.201,0.099,0.258,0.465,0.155,0.155
"8242",8242,"jacksonville-state",23,60,2,18,24,11,27,7,19,61,7,12,16,7,25,12,1,0.4,0.369,0.077,0.134,0.306,0.519,0.3,0.3
"8243",8243,"tennessee-tech",19,61,7,12,16,7,25,12,23,60,2,18,24,11,27,7,0,0.369,0.4,0.134,0.077,0.206,0.481,0.197,0.197
"8244",8244,"chicago-state",27,62,5,16,24,7,26,11,26,61,4,27,34,13,30,14,0,0.476,0.459,0.113,0.128,0.189,0.464,0.258,0.258
"8245",8245,"texas-pan-american",26,61,4,27,34,13,30,14,27,62,5,16,24,7,26,11,1,0.459,0.476,0.128,0.113,0.333,0.536,0.443,0.443
"8246",8246,"louisiana-tech",20,58,5,19,28,10,24,12,25,53,11,13,21,8,28,14,0,0.388,0.575,0.122,0.158,0.263,0.462,0.328,0.328
"8247",8247,"texas-san-antonio",25,53,11,13,21,8,28,14,20,58,5,19,28,10,24,12,1,0.575,0.388,0.158,0.122,0.25,0.538,0.245,0.245
"8248",8248,"st-bonaventure",23,55,7,15,20,8,27,16,25,62,9,4,9,12,22,17,1,0.482,0.476,0.175,0.192,0.267,0.551,0.273,0.273
"8249",8249,"virginia-commonwealth",25,62,9,4,9,12,22,17,23,55,7,15,20,8,27,16,0,0.476,0.482,0.192,0.175,0.308,0.449,0.065,0.065
"8250",8250,"denver",36,69,9,8,16,13,27,7,17,47,2,16,22,5,24,16,1,0.587,0.383,0.076,0.187,0.351,0.529,0.116,0.116
"8251",8251,"western-illinois",17,47,2,16,22,5,24,16,36,69,9,8,16,13,27,7,0,0.383,0.587,0.187,0.076,0.156,0.471,0.34,0.34
"8252",8252,"seattle",20,62,9,8,16,9,25,8,21,50,9,13,23,6,35,10,0,0.395,0.51,0.093,0.12,0.205,0.417,0.129,0.129
"8253",8253,"cal-state-bakersfield",21,50,9,13,23,6,35,10,20,62,9,8,16,9,25,8,1,0.51,0.395,0.12,0.093,0.194,0.583,0.26,0.26
"8254",8254,"utah-valley",23,50,3,10,17,5,22,11,22,59,6,10,16,13,22,9,0,0.49,0.424,0.14,0.107,0.185,0.5,0.2,0.2
"8255",8255,"grand-canyon",22,59,6,10,16,13,22,9,23,50,3,10,17,5,22,11,1,0.424,0.49,0.107,0.14,0.371,0.5,0.169,0.169
"8256",8256,"eastern-washington",30,62,11,3,5,7,22,6,26,48,10,7,13,1,22,9,1,0.573,0.646,0.082,0.128,0.241,0.5,0.048,0.048
"8257",8257,"idaho-state",26,48,10,7,13,1,22,9,30,62,11,3,5,7,22,6,0,0.646,0.573,0.128,0.082,0.043,0.5,0.146,0.146
"8258",8258,"montana-state",19,61,6,19,29,14,23,16,35,66,5,15,24,11,32,12,0,0.361,0.568,0.15,0.117,0.304,0.418,0.311,0.311
"8259",8259,"montana",35,66,5,15,24,11,32,12,19,61,6,19,29,14,23,16,1,0.568,0.361,0.117,0.15,0.324,0.582,0.227,0.227
"8260",8260,"missouri-kansas-city",18,56,8,14,18,7,19,11,36,64,6,4,15,11,32,9,0,0.393,0.609,0.129,0.102,0.179,0.373,0.25,0.25
"8261",8261,"new-mexico-state",36,64,6,4,15,11,32,9,18,56,8,14,18,7,19,11,1,0.609,0.393,0.102,0.129,0.367,0.627,0.062,0.062
"8262",8262,"southern-mississippi",16,54,2,10,15,7,21,10,24,52,9,16,19,6,33,10,0,0.315,0.548,0.126,0.123,0.175,0.389,0.185,0.185
"8263",8263,"texas-el-paso",24,52,9,16,19,6,33,10,16,54,2,10,15,7,21,10,1,0.548,0.315,0.123,0.126,0.222,0.611,0.308,0.308
"8264",8264,"alabama-am",29,58,8,5,6,6,14,12,39,63,16,12,14,9,20,5,0,0.569,0.746,0.157,0.061,0.231,0.412,0.086,0.086
"8265",8265,"texas-southern",39,63,16,12,14,9,20,5,29,58,8,5,6,6,14,12,1,0.746,0.569,0.061,0.157,0.391,0.588,0.19,0.19
"8266",8266,"idaho",23,56,8,14,17,7,30,8,21,54,13,7,10,5,25,10,1,0.482,0.509,0.098,0.134,0.219,0.545,0.25,0.25
"8267",8267,"weber-state",21,54,13,7,10,5,25,10,23,56,8,14,17,7,30,8,0,0.509,0.482,0.134,0.098,0.143,0.455,0.13,0.13
"8268",8268,"long-beach-state",25,60,5,16,22,13,21,13,30,57,6,15,17,4,23,11,0,0.458,0.579,0.136,0.129,0.361,0.477,0.267,0.267
"8269",8269,"cal-state-fullerton",30,57,6,15,17,4,23,11,25,60,5,16,22,13,21,13,1,0.579,0.458,0.129,0.136,0.16,0.523,0.263,0.263
"8270",8270,"wyoming",25,53,9,19,25,3,29,12,26,58,8,8,14,5,25,14,1,0.557,0.517,0.133,0.162,0.107,0.537,0.358,0.358
"8271",8271,"fresno-state",26,58,8,8,14,5,25,14,25,53,9,19,25,3,29,12,0,0.517,0.557,0.162,0.133,0.147,0.463,0.138,0.138
"8272",8272,"arizona",34,59,7,18,22,10,25,17,32,74,14,20,24,13,14,4,0,0.636,0.527,0.173,0.039,0.417,0.641,0.305,0.305
"8273",8273,"oregon",32,74,14,20,24,13,14,4,34,59,7,18,22,10,25,17,1,0.527,0.636,0.039,0.173,0.342,0.359,0.27,0.27
"8274",8274,"san-diego",24,48,3,13,17,5,21,17,24,47,7,6,14,4,20,16,1,0.531,0.585,0.206,0.207,0.2,0.512,0.271,0.271
"8275",8275,"san-francisco",24,47,7,6,14,4,20,16,24,48,3,13,17,5,21,17,0,0.585,0.531,0.207,0.206,0.16,0.488,0.128,0.128
"8276",8276,"san-diego-state",22,56,12,15,21,7,23,8,19,49,6,15,21,7,26,14,1,0.5,0.449,0.094,0.166,0.212,0.469,0.268,0.268
"8277",8277,"san-jose-state",19,49,6,15,21,7,26,14,22,56,12,15,21,7,23,8,0,0.449,0.5,0.166,0.094,0.233,0.531,0.306,0.306
"8278",8278,"california-irvine",21,54,5,19,25,8,31,9,18,52,5,16,28,8,23,9,1,0.435,0.394,0.102,0.101,0.258,0.574,0.352,0.352
"8279",8279,"hawaii",18,52,5,16,28,8,23,9,21,54,5,19,25,8,31,9,0,0.394,0.435,0.101,0.102,0.205,0.426,0.308,0.308
"8280",8280,"tulsa",27,59,14,6,8,13,11,12,31,56,15,5,8,10,17,14,0,0.576,0.688,0.151,0.178,0.433,0.393,0.102,0.102
"8281",8281,"cincinnati",31,56,15,5,8,10,17,14,27,59,14,6,8,13,11,12,1,0.688,0.576,0.178,0.151,0.476,0.607,0.089,0.089
"8282",8282,"northern-kentucky",26,51,8,15,23,3,28,13,16,53,8,16,21,9,25,18,1,0.588,0.377,0.149,0.195,0.107,0.528,0.294,0.294
"8283",8283,"iupui",16,53,8,16,21,9,25,18,26,51,8,15,23,3,28,13,0,0.377,0.588,0.195,0.149,0.243,0.472,0.302,0.302
"8284",8284,"chattanooga",22,59,10,11,17,14,22,15,26,57,6,10,13,9,21,11,0,0.458,0.509,0.164,0.135,0.4,0.512,0.186,0.186
"8285",8285,"virginia-military-institute",26,57,6,10,13,9,21,11,22,59,10,11,17,14,22,15,1,0.509,0.458,0.135,0.164,0.29,0.488,0.175,0.175
"8286",8286,"michigan-state",23,53,8,14,18,13,25,12,22,59,5,14,19,10,15,4,1,0.509,0.415,0.144,0.049,0.464,0.625,0.264,0.264
"8287",8287,"wisconsin",22,59,5,14,19,10,15,4,23,53,8,14,18,13,25,12,0,0.415,0.509,0.049,0.144,0.286,0.375,0.237,0.237
"8288",8288,"marist",26,54,7,15,18,5,18,12,39,64,14,6,7,7,19,11,0,0.546,0.719,0.142,0.133,0.208,0.486,0.278,0.278
"8289",8289,"canisius",39,64,14,6,7,7,19,11,26,54,7,15,18,5,18,12,1,0.719,0.546,0.133,0.142,0.28,0.514,0.094,0.094
"8290",8290,"furman",24,53,10,21,28,6,24,12,29,57,6,12,19,4,25,14,1,0.547,0.561,0.128,0.155,0.194,0.49,0.396,0.396
"8291",8291,"east-tennessee-state",29,57,6,12,19,4,25,14,24,53,10,21,28,6,24,12,0,0.561,0.547,0.155,0.128,0.143,0.51,0.211,0.211
"8292",8292,"nevada-las-vegas",29,60,4,28,40,13,24,11,28,56,11,24,29,4,21,10,0,0.517,0.598,0.099,0.105,0.382,0.533,0.467,0.467
"8293",8293,"new-mexico",28,56,11,24,29,4,21,10,29,60,4,28,40,13,24,11,1,0.598,0.517,0.105,0.099,0.143,0.467,0.429,0.429
"8294",8294,"iona",31,58,13,26,38,5,20,19,43,70,7,17,30,12,27,15,0,0.647,0.664,0.165,0.13,0.156,0.426,0.448,0.448
"8295",8295,"rider",43,70,7,17,30,12,27,15,31,58,13,26,38,5,20,19,1,0.664,0.647,0.13,0.165,0.375,0.574,0.243,0.243
"8296",8296,"siena",17,52,5,9,17,8,18,12,23,45,10,9,11,4,28,16,0,0.375,0.622,0.147,0.221,0.222,0.391,0.173,0.173
"8297",8297,"saint-peters",23,45,10,9,11,4,28,16,17,52,5,9,17,8,18,12,1,0.622,0.375,0.221,0.147,0.182,0.609,0.2,0.2
"8298",8298,"central-florida",16,49,5,19,30,4,15,7,29,57,9,8,10,5,33,9,0,0.378,0.588,0.081,0.118,0.108,0.312,0.388,0.388
"8299",8299,"temple",29,57,9,8,10,5,33,9,16,49,5,19,30,4,15,7,1,0.588,0.378,0.118,0.081,0.25,0.688,0.14,0.14
"8300",8300,"citadel",24,72,16,11,17,14,29,19,32,74,10,18,24,13,31,13,0,0.444,0.5,0.175,0.117,0.311,0.483,0.153,0.153
"8301",8301,"western-carolina",32,74,10,18,24,13,31,13,24,72,16,11,17,14,29,19,1,0.5,0.444,0.117,0.175,0.31,0.517,0.243,0.243
"8302",8302,"mercer",24,48,7,14,15,6,23,11,26,55,10,6,9,5,14,8,1,0.573,0.564,0.148,0.11,0.3,0.622,0.292,0.292
"8303",8303,"wofford",26,55,10,6,9,5,14,8,24,48,7,14,15,6,23,11,0,0.564,0.573,0.11,0.148,0.179,0.378,0.109,0.109
"8304",8304,"east-carolina",22,59,6,8,10,3,13,11,42,63,18,7,14,12,32,13,0,0.424,0.81,0.137,0.144,0.086,0.289,0.136,0.136
"8305",8305,"houston",42,63,18,7,14,12,32,13,22,59,6,8,10,3,13,11,1,0.81,0.424,0.144,0.137,0.48,0.711,0.111,0.111
"8306",8306,"illinois",24,51,9,18,23,11,19,10,19,44,3,21,31,9,19,16,1,0.559,0.466,0.118,0.175,0.367,0.5,0.353,0.353
